format,block,bits,target,seed,loss,baseline,ratio,predict_zero,r2,grad_survive
elementwise,1,5,weight,1,0.12106165289878845,0.010934211313724518,11.071823053834072,12.691564559936523,0.9904612506734636,1.0
elementwise,1,5,weight,2,0.15485349297523499,0.017455827444791794,8.871163138212497,25.280773162841797,0.9938746535963211,1.0
elementwise,1,5,weight,3,0.13098859786987305,0.012325681746006012,10.627290284557146,16.42084312438965,0.9920230284841272,1.0
elementwise,1,5,weight,4,0.1294415295124054,0.02263081818819046,5.719701711003646,13.080814361572266,0.9901044746959586,1.0
elementwise,1,5,weight,5,0.1495264768600464,0.013845410197973251,10.799714470137888,10.768573760986328,0.9861145514551083,1.0
elementwise,1,5,weight,6,0.21576501429080963,0.0095467958599329,22.60077804704689,19.657512664794922,0.9890237886160833,1.0
elementwise,1,5,weight,7,0.07288232445716858,0.012847610749304295,5.672830993974128,6.36583137512207,0.9885510124031881,1.0
elementwise,1,5,weight,8,0.08249402046203613,0.01875096559524536,4.3994545263820415,10.376636505126953,0.9920500231051481,1.0
elementwise,1,5,weight,9,0.05322176590561867,0.009464801289141178,5.623125544820385,6.451923370361328,0.9917510232452377,1.0
elementwise,1,7,weight,0,0.09183791279792786,0.013663075864315033,6.721613325575422,8.965968132019043,0.9897570556301714,1.0
elementwise,1,7,weight,1,0.09050390124320984,0.010934211313724518,8.27713116625158,12.691564559936523,0.9928689720785959,1.0
elementwise,1,7,weight,2,0.15106423199176788,0.017455827444791794,8.654086004776596,25.280773162841797,0.994024540665006,1.0
elementwise,1,7,weight,3,0.1393214911222458,0.012325681746006012,11.303349704562283,16.42084312438965,0.9915155701770688,1.0
elementwise,1,7,weight,4,0.12437940388917923,0.02263081818819046,5.496018873682821,13.080814361572266,0.9904914632643538,1.0
elementwise,1,7,weight,5,0.10707399994134903,0.013845410197973251,7.733537570235583,10.768573760986328,0.9900568076777939,1.0
elementwise,1,7,weight,6,0.16309121251106262,0.0095467958599329,17.083345543769585,19.657512664794922,0.991703364749542,1.0
elementwise,1,7,weight,7,0.07674791663885117,0.012847610749304295,5.973711232106492,6.36583137512207,0.9879437716589878,1.0
elementwise,1,7,weight,8,0.10222280025482178,0.01875096559524536,5.451601931408917,10.376636505126953,0.9901487538660225,1.0
elementwise,1,7,weight,9,0.0696244165301323,0.009464801289141178,7.356141392002738,6.451923370361328,0.9892087347394777,1.0
elementwise,1,10,weight,0,0.025271262973546982,0.013663075864315033,1.8496027705994076,8.965968132019043,0.9971814239576317,1.0
elementwise,1,10,weight,1,0.024275287985801697,0.010934211313724518,2.2201224477280395,12.691564559936523,0.998087289563776,1.0
elementwise,1,10,weight,2,0.030051907524466515,0.017455827444791794,1.7215974218072916,25.280773162841797,0.9988112741912246,1.0
elementwise,1,10,weight,3,0.02630702033638954,0.012325681746006012,2.134325782418811,16.42084312438965,0.9983979494757297,1.0
elementwise,1,10,weight,4,0.03966425359249115,0.02263081818819046,1.7526654698321655,13.080814361572266,0.9969677534979005,1.0
elementwise,1,10,weight,5,0.02823464758694172,0.013845410197973251,2.0392785178061987,10.768573760986328,0.9973780513358943,1.0
elementwise,1,10,weight,6,0.021856578066945076,0.0095467958599329,2.289415044337053,19.657512664794922,0.9988881310448758,1.0
elementwise,1,10,weight,7,0.024277489632368088,0.012847610749304295,1.889650154109995,6.36583137512207,0.9961862813823116,1.0
elementwise,1,10,weight,8,0.030340619385242462,0.01875096559524536,1.618083038504207,10.376636505126953,0.9970760641591087,1.0
elementwise,1,10,weight,9,0.02047828584909439,0.009464801289141178,2.1636255451647797,6.451923370361328,0.99682601843302,1.0
elementwise,1,23,weight,0,0.013663075864315033,0.013663075864315033,1.0,8.965968132019043,0.9984761181767396,1.0
elementwise,1,23,weight,1,0.010934211313724518,0.010934211313724518,1.0,12.691564559936523,0.999138466241724,1.0
elementwise,1,23,weight,2,0.017455827444791794,0.017455827444791794,1.0,25.280773162841797,0.9993095216142183,1.0
elementwise,1,23,weight,3,0.012325681746006012,0.012325681746006012,1.0,16.42084312438965,0.9992493880093344,1.0
elementwise,1,23,weight,4,0.02263081818819046,0.02263081818819046,1.0,13.080814361572266,0.9982699228379333,1.0
elementwise,1,23,weight,5,0.013845410197973251,0.013845410197973251,1.0,10.768573760986328,0.998714276328019,1.0
elementwise,1,23,weight,6,0.0095467958599329,0.0095467958599329,1.0,19.657512664794922,0.9995143436495386,1.0
elementwise,1,23,weight,7,0.012847610749304295,0.012847610749304295,1.0,6.36583137512207,0.99798178588275,1.0
elementwise,1,23,weight,8,0.01875096559524536,0.01875096559524536,1.0,10.376636505126953,0.9981929630486738,1.0
elementwise,1,23,weight,9,0.009464801289141178,0.009464801289141178,1.0,6.451923370361328,0.9985330263944826,1.0
elementwise,1,1,grad,0,0.013615472242236137,0.013663075864315033,0.9965158927205238,8.965968132019043,0.9984814275444932,1.0
elementwise,1,1,grad,1,0.011231382377445698,0.010934211313724518,1.0271780977333203,12.691564559936523,0.999115051393041,1.0
elementwise,1,1,grad,2,0.01821538619697094,0.017455827444791794,1.043513190914692,25.280773162841797,0.9992794766963954,1.0
elementwise,1,1,grad,3,0.01255851425230503,0.012325681746006012,1.0188900306771644,16.42084312438965,0.9992352089258041,1.0
elementwise,1,1,grad,4,0.022788867354393005,0.02263081818819046,1.006983802569057,13.080814361572266,0.9982578403206042,1.0
elementwise,1,1,grad,5,0.014576654881238937,0.013845410197973251,1.0528149525951012,10.768573760986328,0.9986463708932329,1.0
elementwise,1,1,grad,6,0.009956885129213333,0.0095467958599329,1.0429556968952844,19.657512664794922,0.9994934819425529,1.0
elementwise,1,1,grad,7,0.013268676586449146,0.012847610749304295,1.0327738632000236,6.36583137512207,0.9979156412093629,1.0
elementwise,1,1,grad,8,0.019201716408133507,0.01875096559524536,1.0240388053937042,10.376636505126953,0.9981495240390615,1.0
