format,block,target,act_at,bits,seed,epoch,train_loss,train_acc,val_loss,val_acc,kl,disagree,logit_rel_err,logit_rel_err_c,upd_survive
elementwise,1,input,producer,1,2,10,0.021789588512073865,0.9928545454545454,0.04591476172208786,0.988599956035614,0.013313264586031437,0.006399999838322401,0.1603177785873413,0.16030551493167877,1.0
elementwise,1,input,producer,1,2,11,0.0202226806640625,0.9934,0.04842061176896095,0.9883999824523926,0.011333310976624489,0.006199999712407589,0.15199531614780426,0.1519709974527359,1.0
elementwise,1,input,producer,1,2,12,0.018954350142045454,0.9938727272727272,0.04268549755215645,0.9901999831199646,0.0016306554898619652,0.002199999988079071,0.06235790625214577,0.06227332353591919,1.0
elementwise,1,input,producer,2,0,1,0.2384926846590909,0.9283636363636364,0.08922690153121948,0.9741999506950378,0.05314257740974426,0.022199999541044235,0.47208282351493835,0.472012996673584,1.0
elementwise,1,input,producer,2,0,2,0.07712163529829545,0.9761636363636363,0.07470087707042694,0.9783999919891357,0.04812321439385414,0.019999999552965164,0.39746206998825073,0.39744478464126587,1.0
elementwise,1,input,producer,2,0,3,0.059134845525568185,0.9816909090909091,0.06474439799785614,0.9821999669075012,0.0260743647813797,0.011399999260902405,0.3260878324508667,0.3260522186756134,1.0
elementwise,1,input,producer,2,0,4,0.048575461647727275,0.9852,0.05806649103760719,0.9827999472618103,0.02038360759615898,0.012399999424815178,0.2990017533302307,0.2989971935749054,1.0
elementwise,1,input,producer,2,0,5,0.04361234907670455,0.9861636363636364,0.059246595948934555,0.983199954032898,0.025112370029091835,0.013399999588727951,0.2839055061340332,0.2839186191558838,1.0
elementwise,1,input,producer,2,0,6,0.03738262606534091,0.9881818181818182,0.051735199987888336,0.9865999817848206,0.016574230045080185,0.008799999952316284,0.27762338519096375,0.27763041853904724,1.0
elementwise,1,input,producer,2,0,7,0.0339684814453125,0.9895090909090909,0.05244704708456993,0.9855999946594238,0.016720080748200417,0.008599999360740185,0.21734827756881714,0.21733221411705017,1.0
elementwise,1,input,producer,2,0,8,0.030194466885653408,0.9906181818181818,0.046971600502729416,0.9871999621391296,0.01221410371363163,0.006199999712407589,0.21622250974178314,0.21619996428489685,1.0
elementwise,1,input,producer,2,0,9,0.02757841574928977,0.9914181818181819,0.05640413984656334,0.98499995470047,0.017757782712578773,0.009999999776482582,0.18582765758037567,0.18577711284160614,1.0
elementwise,1,input,producer,2,0,10,0.02512201260653409,0.9921090909090909,0.06735116243362427,0.9813999533653259,0.03724818676710129,0.014399999752640724,0.20662446320056915,0.20658659934997559,1.0
elementwise,1,input,producer,2,0,11,0.022659281782670456,0.9931090909090909,0.052184924483299255,0.9857999682426453,0.018135488033294678,0.007999999448657036,0.19067470729351044,0.1905987560749054,1.0
elementwise,1,input,producer,2,0,12,0.021539548561789773,0.9932909090909091,0.04691508039832115,0.9873999953269958,0.0016953590093180537,0.003599999938160181,0.06619759649038315,0.06584811210632324,1.0
elementwise,1,input,producer,2,1,1,0.2315977450284091,0.9296909090909091,0.10345552116632462,0.9693999886512756,0.06251842528581619,0.026399999856948853,0.4563415050506592,0.45633089542388916,1.0
elementwise,1,input,producer,2,1,2,0.07509424715909091,0.9768,0.07568671554327011,0.9771999716758728,0.050282690674066544,0.022199999541044235,0.3970179557800293,0.3970009684562683,1.0
elementwise,1,input,producer,2,1,3,0.05801772017045455,0.981890909090909,0.06598935276269913,0.9807999730110168,0.029026983305811882,0.016999999061226845,0.3332540690898895,0.33323338627815247,1.0
elementwise,1,input,producer,2,1,4,0.047560000887784094,0.9851636363636364,0.061651576310396194,0.9819999933242798,0.025447439402341843,0.014399999752640724,0.34324541687965393,0.3432593047618866,1.0
elementwise,1,input,producer,2,1,5,0.04053224875710227,0.9871454545454545,0.0552973710000515,0.9851999878883362,0.027210833504796028,0.012600000016391277,0.2822093069553375,0.28221938014030457,1.0
elementwise,1,input,producer,2,1,6,0.036335504705255685,0.9884181818181819,0.04775943234562874,0.986799955368042,0.014454684220254421,0.009800000116229057,0.22297139465808868,0.22296887636184692,1.0
elementwise,1,input,producer,2,1,7,0.03255022638494318,0.9902,0.04511307552456856,0.9878000020980835,0.014927343465387821,0.008799999952316284,0.23226039111614227,0.23226433992385864,1.0
elementwise,1,input,producer,2,1,8,0.029262431196732955,0.9908181818181818,0.04878286272287369,0.9855999946594238,0.023626742884516716,0.012000000104308128,0.24868503212928772,0.24870198965072632,1.0
elementwise,1,input,producer,2,1,9,0.026925272993607953,0.9912,0.060147520154714584,0.9839999675750732,0.02255789190530777,0.012000000104308128,0.20861878991127014,0.20862382650375366,1.0
elementwise,1,input,producer,2,1,10,0.024831871448863636,0.9921454545454546,0.04504825919866562,0.9883999824523926,0.020139260217547417,0.010199999436736107,0.1788802295923233,0.1788598895072937,1.0
elementwise,1,input,producer,2,1,11,0.022277119584517044,0.9930363636363636,0.05299278721213341,0.9855999946594238,0.02183193527162075,0.010999999940395355,0.1778717339038849,0.17787227034568787,1.0
elementwise,1,input,producer,2,1,12,0.019735500266335228,0.9940363636363636,0.05062755569815636,0.9857999682426453,0.0017054248601198196,0.0037999998312443495,0.05509493127465248,0.054987113922834396,1.0
elementwise,1,input,producer,2,2,1,0.2223630859375,0.9321818181818182,0.08685757964849472,0.9741999506950378,0.05005257576704025,0.020999999716877937,0.4547715485095978,0.4547519385814667,1.0
elementwise,1,input,producer,2,2,2,0.07061173650568182,0.9778181818181818,0.06407210230827332,0.9815999865531921,0.028477754443883896,0.013399999588727951,0.3515312373638153,0.35147616267204285,1.0
elementwise,1,input,producer,2,2,3,0.05362873313210227,0.9838545454545454,0.07162180542945862,0.9777999520301819,0.04182155802845955,0.016599999740719795,0.3885401487350464,0.3885858356952667,1.0
elementwise,1,input,producer,2,2,4,0.043638334517045456,0.9864181818181819,0.05923808738589287,0.9815999865531921,0.026106717064976692,0.012600000016391277,0.3143421411514282,0.3143465220928192,1.0
elementwise,1,input,producer,2,2,5,0.03782325106534091,0.9883636363636363,0.0545426644384861,0.98499995470047,0.02310694195330143,0.010799999348819256,0.2911584973335266,0.2911807894706726,1.0
elementwise,1,input,producer,2,2,6,0.033593053089488636,0.9892363636363637,0.05410924553871155,0.9855999946594238,0.017773553729057312,0.008599999360740185,0.2493414431810379,0.2492915391921997,1.0
elementwise,1,input,producer,2,2,7,0.029341537198153408,0.9905818181818182,0.04826785624027252,0.9881999492645264,0.012866035103797913,0.007199999876320362,0.205834299325943,0.20581410825252533,1.0
elementwise,1,input,producer,2,2,8,0.026682947887073864,0.9916545454545455,0.04486078768968582,0.9887999892234802,0.011259772814810276,0.006199999712407589,0.1837051957845688,0.1836712509393692,1.0
elementwise,1,input,producer,2,2,9,0.024215636097301138,0.9923636363636363,0.04181261733174324,0.9899999499320984,0.01052017044275999,0.006599999964237213,0.17871317267417908,0.1787153035402298,1.0
elementwise,1,input,producer,2,2,10,0.021304960493607954,0.9929454545454546,0.041985757648944855,0.9896000027656555,0.011194567196071148,0.006000000052154064,0.1486581712961197,0.14863812923431396,1.0
elementwise,1,input,producer,2,2,11,0.019836021839488637,0.9934909090909091,0.04696274921298027,0.9889999628067017,0.011089349165558815,0.005200000014156103,0.1557658463716507,0.1556910276412964,1.0
elementwise,1,input,producer,2,2,12,0.01830484841086648,0.9942727272727273,0.039495501667261124,0.9905999898910522,0.0010266803437843919,0.0017999999690800905,0.05230085551738739,0.052194781601428986,1.0
elementwise,1,input,producer,3,0,1,0.24299987571022727,0.9267272727272727,0.09073806554079056,0.973800003528595,0.054596081376075745,0.023399999365210533,0.4750511348247528,0.4749315083026886,1.0
elementwise,1,input,producer,3,0,2,0.07845561967329545,0.9752363636363637,0.07417045533657074,0.9783999919891357,0.046247448772192,0.01979999989271164,0.39576834440231323,0.3956766724586487,1.0
elementwise,1,input,producer,3,0,3,0.060076509232954545,0.9812181818181818,0.06567580252885818,0.9824000000953674,0.026852281764149666,0.012199999764561653,0.33132603764533997,0.3312254846096039,1.0
elementwise,1,input,producer,3,0,4,0.04969978693181818,0.9848363636363636,0.058540523052215576,0.983199954032898,0.020756300538778305,0.012399999424815178,0.3102717101573944,0.3102817237377167,1.0
elementwise,1,input,producer,3,0,5,0.04463868963068182,0.9861818181818182,0.057393286377191544,0.9842000007629395,0.022085586562752724,0.011599999852478504,0.2841724753379822,0.28419560194015503,1.0
elementwise,1,input,producer,3,0,6,0.03847422762784091,0.9876727272727273,0.051643963903188705,0.9873999953269958,0.01659533381462097,0.007999999448657036,0.27276861667633057,0.2728053033351898,1.0
elementwise,1,input,producer,3,0,7,0.034941843483664775,0.9893818181818181,0.0504046231508255,0.9860000014305115,0.013622385449707508,0.008200000040233135,0.2098650336265564,0.20984932780265808,1.0
elementwise,1,input,producer,3,0,8,0.03116936700994318,0.9902181818181818,0.04745107516646385,0.986799955368042,0.011417939327657223,0.006199999712407589,0.21486391127109528,0.2148635983467102,1.0
elementwise,1,input,producer,3,0,9,0.028768656782670453,0.991,0.05449870601296425,0.9860000014305115,0.014689388684928417,0.008799999952316284,0.1739804446697235,0.1739950031042099,1.0
elementwise,1,input,producer,3,0,10,0.026255415482954545,0.9918363636363636,0.07142376899719238,0.9791999459266663,0.04008167237043381,0.014999999664723873,0.20489875972270966,0.20493197441101074,1.0
elementwise,1,input,producer,3,0,11,0.023773726029829547,0.9926909090909091,0.05180619657039642,0.9851999878883362,0.01697733998298645,0.008799999952316284,0.1763347089290619,0.1763560175895691,1.0
elementwise,1,input,producer,3,0,12,0.022522989169034092,0.9927818181818182,0.045855987817049026,0.9875999689102173,0.0004387568333186209,0.001999999862164259,0.03369397297501564,0.03363266959786415,1.0
elementwise,1,input,producer,3,1,1,0.23538765980113635,0.9288909090909091,0.10228775441646576,0.968999981880188,0.062148913741111755,0.02719999849796295,0.4636811316013336,0.46367794275283813,1.0
elementwise,1,input,producer,3,1,2,0.07568749112215908,0.976690909090909,0.07550559937953949,0.9779999852180481,0.04994921013712883,0.021199999377131462,0.4050047993659973,0.40501531958580017,1.0
elementwise,1,input,producer,3,1,3,0.05822005060369318,0.9815818181818182,0.06881870329380035,0.9803999662399292,0.032391637563705444,0.01719999872148037,0.34250664710998535,0.3424951434135437,1.0
elementwise,1,input,producer,3,1,4,0.04752965642755682,0.9852181818181818,0.06336826086044312,0.9815999865531921,0.02631363458931446,0.014999999664723873,0.3449569642543793,0.3449764549732208,1.0
elementwise,1,input,producer,3,1,5,0.0407126953125,0.9871636363636364,0.0529145747423172,0.9853999614715576,0.025435233488678932,0.012399999424815178,0.2866871654987335,0.28670603036880493,1.0
elementwise,1,input,producer,3,1,6,0.03646050248579545,0.9883454545454545,0.05000665783882141,0.9865999817848206,0.014970949850976467,0.009800000116229057,0.22482764720916748,0.22483529150485992,1.0
elementwise,1,input,producer,3,1,7,0.03269024103338068,0.989909090909091,0.045870471745729446,0.9871999621391296,0.016336089000105858,0.009599999524652958,0.2375333309173584,0.23754635453224182,1.0
elementwise,1,input,producer,3,1,8,0.02968322088068182,0.9906,0.05063972622156143,0.98499995470047,0.026207350194454193,0.012999999336898327,0.26159602403640747,0.2616233229637146,1.0
elementwise,1,input,producer,3,1,9,0.027295334694602272,0.9912363636363636,0.06166694313287735,0.9829999804496765,0.027086647227406502,0.012999999336898327,0.22079014778137207,0.22081135213375092,1.0
elementwise,1,input,producer,3,1,10,0.025143137428977273,0.9920181818181818,0.046106938272714615,0.9881999492645264,0.021685900166630745,0.009999999776482582,0.17987589538097382,0.17984651029109955,1.0
elementwise,1,input,producer,3,1,11,0.0227638916015625,0.992890909090909,0.05223829299211502,0.9857999682426453,0.01955672726035118,0.01119999960064888,0.17354336380958557,0.17356327176094055,1.0
elementwise,1,input,producer,3,1,12,0.01993984596946023,0.9940181818181818,0.05091320350766182,0.9860000014305115,0.00030303129460662603,0.0011999999405816197,0.02405477687716484,0.024016307666897774,1.0
elementwise,1,input,producer,3,2,1,0.22690324928977273,0.9309818181818181,0.08873582631349564,0.9739999771118164,0.051623813807964325,0.020800000056624413,0.45718830823898315,0.4571475684642792,1.0
elementwise,1,input,producer,3,2,2,0.07137822265625,0.9775272727272727,0.0642106831073761,0.9819999933242798,0.028061114251613617,0.012999999336898327,0.3583492040634155,0.3582848906517029,1.0
elementwise,1,input,producer,3,2,3,0.0540578125,0.9835454545454545,0.07429101318120956,0.9783999919891357,0.04335211217403412,0.01599999889731407,0.38854801654815674,0.38859620690345764,1.0
elementwise,1,input,producer,3,2,4,0.04416739169034091,0.9863818181818181,0.05984599515795708,0.9817999601364136,0.02609282173216343,0.012199999764561653,0.3168632984161377,0.3168694078922272,1.0
elementwise,1,input,producer,3,2,5,0.03810565518465909,0.9880181818181818,0.056538816541433334,0.9851999878883362,0.023756874725222588,0.010199999436736107,0.2900753319263458,0.29009944200515747,1.0
elementwise,1,input,producer,3,2,6,0.0340931396484375,0.9891818181818182,0.05622503533959389,0.9839999675750732,0.019301073625683784,0.009999999776482582,0.24978430569171906,0.24970966577529907,1.0
elementwise,1,input,producer,3,2,7,0.02974457341974432,0.9905272727272727,0.048734813928604126,0.9873999953269958,0.012152976356446743,0.007599999662488699,0.20137010514736176,0.20132233202457428,1.0
elementwise,1,input,producer,3,2,8,0.027009275124289772,0.9915636363636363,0.045190051198005676,0.9889999628067017,0.009171809069812298,0.004999999888241291,0.17327694594860077,0.17318753898143768,1.0
elementwise,1,input,producer,3,2,9,0.024763645241477273,0.9922727272727273,0.043225809931755066,0.9891999959945679,0.010365117341279984,0.005799999926239252,0.17845997214317322,0.1784568727016449,1.0
elementwise,1,input,producer,3,2,10,0.021705950372869317,0.9926,0.04381891340017319,0.9893999695777893,0.010793113149702549,0.005200000014156103,0.1456412523984909,0.14565134048461914,1.0
elementwise,1,input,producer,3,2,11,0.020154862837357953,0.9935090909090909,0.04769320785999298,0.988599956035614,0.009336311370134354,0.005200000014156103,0.14498931169509888,0.14499375224113464,1.0
elementwise,1,input,producer,3,2,12,0.018730903764204547,0.993909090909091,0.040956150740385056,0.9899999499320984,0.0002796732005663216,0.0005999999702908099,0.026666324585676193,0.02662375010550022,1.0
elementwise,1,input,producer,4,0,1,0.24356624644886363,0.9259272727272727,0.0909990593791008,0.9735999703407288,0.054524119943380356,0.023599999025464058,0.47466790676116943,0.47452467679977417,1.0
elementwise,1,input,producer,4,0,2,0.07866685014204546,0.9752909090909091,0.07334845513105392,0.9779999852180481,0.04521637037396431,0.01979999989271164,0.39539021253585815,0.39531028270721436,1.0
elementwise,1,input,producer,4,0,3,0.060352618963068184,0.9811818181818182,0.06607860326766968,0.9813999533653259,0.027362389490008354,0.012999999336898327,0.3324834406375885,0.33238598704338074,1.0
elementwise,1,input,producer,4,0,4,0.04977503995028409,0.9848727272727272,0.05915438383817673,0.9833999872207642,0.02111000567674637,0.012199999764561653,0.311628520488739,0.31164196133613586,1.0
elementwise,1,input,producer,4,0,5,0.04477464932528409,0.986,0.05727734416723251,0.9839999675750732,0.022023456171154976,0.011799999512732029,0.2841242551803589,0.28414398431777954,1.0
elementwise,1,input,producer,4,0,6,0.038681649502840906,0.9874545454545455,0.05320621281862259,0.9869999885559082,0.017994558438658714,0.008999999612569809,0.2795814871788025,0.27961528301239014,1.0
elementwise,1,input,producer,4,0,7,0.03514827325994318,0.9892,0.050977446138858795,0.9861999750137329,0.014103350229561329,0.008599999360740185,0.20892690122127533,0.20892198383808136,1.0
elementwise,1,input,producer,4,0,8,0.0314007080078125,0.9902,0.04762445017695427,0.9865999817848206,0.011581804603338242,0.006799999624490738,0.21752198040485382,0.21751858294010162,1.0
elementwise,1,input,producer,4,0,9,0.028792369495738636,0.9910727272727273,0.05588629096746445,0.9845999479293823,0.016243884339928627,0.010199999436736107,0.17969678342342377,0.17970509827136993,1.0
elementwise,1,input,producer,4,0,10,0.026392762340198862,0.9917090909090909,0.06924530118703842,0.9803999662399292,0.03787221759557724,0.0142000000923872,0.2022838592529297,0.20231418311595917,1.0
elementwise,1,input,producer,4,0,11,0.023961228249289774,0.9925272727272727,0.05103592574596405,0.9857999682426453,0.01664283312857151,0.007599999662488699,0.1771211326122284,0.1771290898323059,1.0
elementwise,1,input,producer,4,0,12,0.02284637784090909,0.9926363636363637,0.046331290155649185,0.9878000020980835,0.0007611418259330094,0.0023999998811632395,0.042736999690532684,0.042670052498579025,1.0
elementwise,1,input,producer,4,1,1,0.23570573508522727,0.9285636363636364,0.10365091264247894,0.9684000015258789,0.06340468674898148,0.027799999341368675,0.4640527665615082,0.4640495181083679,1.0
elementwise,1,input,producer,4,1,2,0.07590633877840909,0.9768,0.07566097378730774,0.9781999588012695,0.05014476180076599,0.020800000056624413,0.4052218496799469,0.40522658824920654,1.0
elementwise,1,input,producer,4,1,3,0.05829188121448864,0.9813272727272727,0.06871260702610016,0.9803999662399292,0.03216066211462021,0.01719999872148037,0.3378664255142212,0.33786219358444214,1.0
elementwise,1,input,producer,4,1,4,0.04774895241477273,0.9852363636363637,0.06346437335014343,0.9819999933242798,0.026039402931928635,0.014999999664723873,0.3447713553905487,0.3447825312614441,1.0
elementwise,1,input,producer,4,1,5,0.040866428444602275,0.9873272727272727,0.05220814049243927,0.9855999946594238,0.024399349465966225,0.012199999764561653,0.28507763147354126,0.28509387373924255,1.0
elementwise,1,input,producer,4,1,6,0.03670383744673295,0.9882727272727273,0.0500505194067955,0.9861999750137329,0.015980232506990433,0.010199999436736107,0.2304602712392807,0.2304685264825821,1.0
elementwise,1,input,producer,4,1,7,0.03291528098366477,0.9897272727272727,0.04644813388586044,0.986799955368042,0.017441438511013985,0.009999999776482582,0.23872502148151398,0.23872829973697662,1.0
elementwise,1,input,producer,4,1,8,0.029847693980823865,0.9905818181818182,0.05087905749678612,0.9851999878883362,0.0258693415671587,0.012799999676644802,0.2571033239364624,0.2571314871311188,1.0
elementwise,1,input,producer,4,1,9,0.02742769220525568,0.9911818181818182,0.06080738455057144,0.9835999608039856,0.024698305875062943,0.012399999424815178,0.21438166499137878,0.2144053429365158,1.0
elementwise,1,input,producer,4,1,10,0.025224287553267045,0.991909090909091,0.04664023593068123,0.9879999756813049,0.02133864164352417,0.010599999688565731,0.17709556221961975,0.17708422243595123,1.0
elementwise,1,input,producer,4,1,11,0.022901047585227274,0.9926727272727273,0.05373372882604599,0.98499995470047,0.020661190152168274,0.012000000104308128,0.17340518534183502,0.17343071103096008,1.0
elementwise,1,input,producer,4,1,12,0.02007726162997159,0.9941636363636364,0.05179806426167488,0.9871999621391296,0.00033169001108035445,0.0015999999595806003,0.023261891677975655,0.023223361000418663,1.0
elementwise,1,input,producer,4,2,1,0.2272287109375,0.9314,0.08889235556125641,0.9745999574661255,0.051895871758461,0.020399998873472214,0.45816197991371155,0.4581291377544403,1.0
elementwise,1,input,producer,4,2,2,0.07148870738636363,0.9775272727272727,0.06441991031169891,0.9817999601364136,0.02832208201289177,0.013199999928474426,0.3556157946586609,0.35553884506225586,1.0
elementwise,1,input,producer,4,2,3,0.054292240767045453,0.9834909090909091,0.07441085577011108,0.9783999919891357,0.043732691556215286,0.01599999889731407,0.388247549533844,0.3882930278778076,1.0
elementwise,1,input,producer,4,2,4,0.044389026988636365,0.9862727272727273,0.05960139259696007,0.9817999601364136,0.02571537159383297,0.012000000104308128,0.31382879614830017,0.3138279616832733,1.0
elementwise,1,input,producer,4,2,5,0.03827207919034091,0.9880727272727273,0.05544039234519005,0.9851999878883362,0.022678351029753685,0.010799999348819256,0.291760116815567,0.29178187251091003,1.0
elementwise,1,input,producer,4,2,6,0.03418915571732955,0.9892,0.055256206542253494,0.9845999479293823,0.018466930836439133,0.009399999864399433,0.2490917444229126,0.24900545179843903,1.0
elementwise,1,input,producer,4,2,7,0.029901420454545455,0.9904,0.04876033961772919,0.9875999689102173,0.012402922846376896,0.007400000002235174,0.19612739980220795,0.1960848718881607,1.0
elementwise,1,input,producer,4,2,8,0.027202086292613635,0.9914363636363637,0.04525931552052498,0.9887999892234802,0.009737800806760788,0.005399999674409628,0.17487004399299622,0.17477338016033173,1.0
elementwise,1,input,producer,4,2,9,0.024789650656960226,0.9921818181818182,0.04283338785171509,0.989799976348877,0.009962462820112705,0.006000000052154064,0.17507429420948029,0.17506945133209229,1.0
elementwise,1,input,producer,4,2,10,0.02181311700994318,0.9927272727272727,0.04342764988541603,0.9891999959945679,0.010538218542933464,0.005200000014156103,0.14079317450523376,0.1408025473356247,1.0
elementwise,1,input,producer,4,2,11,0.020275841175426135,0.9935454545454545,0.047486983239650726,0.9883999824523926,0.009295841678977013,0.005200000014156103,0.1442273110151291,0.1442348212003708,1.0
elementwise,1,input,producer,4,2,12,0.01885280539772727,0.9936545454545455,0.04078393429517746,0.9899999499320984,0.00017376290634274483,0.00039999998989515007,0.020852042362093925,0.020725710317492485,1.0
elementwise,1,input,producer,5,0,1,0.24264948508522727,0.9263636363636364,0.09110531955957413,0.9735999703407288,0.05451326072216034,0.02419999986886978,0.47339367866516113,0.47326722741127014,1.0
elementwise,1,input,producer,5,0,2,0.07830778586647727,0.9754545454545455,0.07375620305538177,0.9785999655723572,0.045512665063142776,0.019199999049305916,0.3939259648323059,0.39384725689888,1.0
elementwise,1,input,producer,5,0,3,0.06005101207386364,0.9814,0.06579034775495529,0.9824000000953674,0.026836616918444633,0.012000000104308128,0.33110135793685913,0.33099380135536194,1.0
