format,block,target,act_at,bits,seed,epoch,train_loss,train_acc,val_loss,val_acc,kl,disagree,logit_rel_err,logit_rel_err_c,upd_survive,grad_survive,grad_cos
elementwise,1,grad,producer,1,2,3,0.05451997514204546,0.9834363636363637,0.07467582076787949,0.9777999520301819,0.043263018131256104,0.016599999740719795,0.3870055675506592,0.3869803249835968,1.0,1.0,0.9946118731831395
elementwise,1,grad,producer,1,2,4,0.044604913884943184,0.9861818181818182,0.060386210680007935,0.9811999797821045,0.025969961658120155,0.012399999424815178,0.3153551518917084,0.3152941167354584,1.0,1.0,0.9946286933366643
elementwise,1,grad,producer,1,2,5,0.038588103693181816,0.988,0.056603338569402695,0.9843999743461609,0.02345440536737442,0.01119999960064888,0.28502747416496277,0.28493326902389526,1.0,1.0,0.9946316741233648
elementwise,1,grad,producer,1,2,6,0.034519338156960226,0.9889818181818182,0.05649625137448311,0.9837999939918518,0.01966138184070587,0.010599999688565731,0.24996919929981232,0.249712735414505,1.0,1.0,0.9946130087209303
elementwise,1,grad,producer,1,2,7,0.03019632013494318,0.9904363636363637,0.04900927096605301,0.9871999621391296,0.012429529801011086,0.007400000002235174,0.1990336775779724,0.19874919950962067,1.0,1.0,0.9946177637854288
elementwise,1,grad,producer,1,2,8,0.027401851029829546,0.9915090909090909,0.045233845710754395,0.9889999628067017,0.009550298564136028,0.004999999888241291,0.18386150896549225,0.18354785442352295,1.0,1.0,0.9946195380632268
elementwise,1,grad,producer,1,2,9,0.024976165216619318,0.9922181818181818,0.042865313589572906,0.9893999695777893,0.009849965572357178,0.006599999964237213,0.17777861654758453,0.1774652898311615,1.0,1.0,0.9946256415788517
elementwise,1,grad,producer,1,2,10,0.02206131036931818,0.9925818181818182,0.04376267269253731,0.988599956035614,0.010305776260793209,0.006000000052154064,0.14140816032886505,0.1409115344285965,1.0,1.0,0.9946602045103561
elementwise,1,grad,producer,1,2,11,0.02053019131747159,0.9933818181818181,0.048238981515169144,0.9879999756813049,0.010056315921247005,0.006199999712407589,0.14606651663780212,0.14560264348983765,1.0,1.0,0.9946444489235102
elementwise,1,grad,producer,1,2,12,0.01894717462713068,0.9937818181818182,0.0414271354675293,0.9899999499320984,0.00034424744080752134,0.0007999999797903001,0.031661104410886765,0.029275747016072273,1.0,1.0,0.9946374937545421
elementwise,1,grad,producer,2,0,1,0.2429193181818182,0.9261818181818182,0.09133288264274597,0.9731999635696411,0.05494578555226326,0.02459999918937683,0.4764344394207001,0.47642645239830017,1.0,1.0,0.9986068370730378
elementwise,1,grad,producer,2,0,2,0.07850719105113636,0.9754909090909091,0.07462049275636673,0.9781999588012695,0.0468897707760334,0.01979999989271164,0.39682137966156006,0.39680856466293335,1.0,1.0,0.9986147858375727
elementwise,1,grad,producer,2,0,3,0.06021710316051136,0.9812545454545455,0.06516203284263611,0.9824000000953674,0.0267000962048769,0.012999999336898327,0.3352910876274109,0.33530259132385254,1.0,1.0,0.9986106695130814
elementwise,1,grad,producer,2,0,4,0.04973662109375,0.9848545454545454,0.059169474989175797,0.9833999872207642,0.020835384726524353,0.013399999588727951,0.31119272112846375,0.3111138343811035,1.0,1.0,0.9986163472020348
elementwise,1,grad,producer,2,0,5,0.044693536931818184,0.9861454545454545,0.05655336752533913,0.9843999743461609,0.02179385907948017,0.011799999512732029,0.28693535923957825,0.28686395287513733,1.0,1.0,0.9986148568086846
elementwise,1,grad,producer,2,0,6,0.03866643732244318,0.9876363636363636,0.051850657910108566,0.9875999689102173,0.016481783241033554,0.008799999952316284,0.2755671739578247,0.275381475687027,1.0,1.0,0.9986141470975654
elementwise,1,grad,producer,2,0,7,0.035196220259232955,0.9893090909090909,0.05190480500459671,0.9855999946594238,0.015271992422640324,0.00839999970048666,0.21774815022945404,0.217581644654274,1.0,1.0,0.9986142890397892
elementwise,1,grad,producer,2,0,8,0.03128518954190341,0.9902363636363636,0.04759597033262253,0.9871999621391296,0.011533748358488083,0.007199999876320362,0.22108665108680725,0.22092410922050476,1.0,1.0,0.9986164891442587
elementwise,1,grad,producer,2,0,9,0.02886271084872159,0.991,0.05509746074676514,0.98499995470047,0.015153259038925171,0.008999999612569809,0.17982922494411469,0.1796412318944931,1.0,1.0,0.998611876021984
elementwise,1,grad,producer,2,0,10,0.026391965553977274,0.9916181818181818,0.06712832301855087,0.9809999465942383,0.035594772547483444,0.012600000016391277,0.20073214173316956,0.20059360563755035,1.0,1.0,0.9986145729242369
elementwise,1,grad,producer,2,0,11,0.02392193936434659,0.9924181818181819,0.05045919865369797,0.9860000014305115,0.01606299728155136,0.007999999448657036,0.17196907103061676,0.17165566980838776,1.0,1.0,0.9986110953397529
elementwise,1,grad,producer,2,0,12,0.02270570401278409,0.9927818181818182,0.046563468873500824,0.9871999621391296,0.0008113890653476119,0.003000000026077032,0.04628650099039078,0.044903725385665894,1.0,1.0,0.9986141470975654
elementwise,1,grad,producer,2,1,1,0.23525759943181818,0.9287818181818182,0.10404111444950104,0.9684000015258789,0.06374488770961761,0.026999998837709427,0.46365270018577576,0.46363595128059387,1.0,1.0,0.9986036433730014
elementwise,1,grad,producer,2,1,2,0.07570215731534091,0.9768727272727272,0.07362769544124603,0.9783999919891357,0.04891214147210121,0.02019999921321869,0.3995465338230133,0.3995457887649536,1.0,1.0,0.9986117340797602
elementwise,1,grad,producer,2,1,3,0.058314306640625,0.9816545454545454,0.06875920295715332,0.9793999791145325,0.032284729182720184,0.01679999940097332,0.3384054899215698,0.33837366104125977,1.0,1.0,0.9986039272574492
elementwise,1,grad,producer,2,1,4,0.047689759410511366,0.9850181818181818,0.06271591782569885,0.9813999533653259,0.026455309242010117,0.014399999752640724,0.34303775429725647,0.3430161774158478,1.0,1.0,0.9986090371775073
elementwise,1,grad,producer,2,1,5,0.04069534801136364,0.9872545454545455,0.0525631345808506,0.9855999946594238,0.0254278052598238,0.012600000016391277,0.28473520278930664,0.2847231328487396,1.0,1.0,0.9986140761264535
elementwise,1,grad,producer,2,1,6,0.036508726917613636,0.9884,0.04928857088088989,0.9863999485969543,0.014974062331020832,0.009200000204145908,0.22738496959209442,0.22735421359539032,1.0,1.0,0.9986127986464389
elementwise,1,grad,producer,2,1,7,0.03272503329190341,0.99,0.04568852111697197,0.9873999953269958,0.017288081347942352,0.009599999524652958,0.23756898939609528,0.23753179609775543,1.0,1.0,0.9986090371775073
elementwise,1,grad,producer,2,1,8,0.029619176136363636,0.9906363636363636,0.04960445687174797,0.9860000014305115,0.025238482281565666,0.01119999960064888,0.24983887374401093,0.24981679022312164,1.0,1.0,0.9986100307730741
elementwise,1,grad,producer,2,1,9,0.027246522105823862,0.9910363636363636,0.06038139760494232,0.9833999872207642,0.025545582175254822,0.012000000104308128,0.21687206625938416,0.21682190895080566,1.0,1.0,0.9986140761264535
elementwise,1,grad,producer,2,1,10,0.025118192915482954,0.991890909090909,0.04599351808428764,0.9881999492645264,0.022969625890254974,0.009800000116229057,0.1841374635696411,0.18398849666118622,1.0,1.0,0.9986098178597383
elementwise,1,grad,producer,2,1,11,0.02267308016690341,0.9926727272727273,0.05306541174650192,0.9853999614715576,0.02112456224858761,0.01119999960064888,0.17729699611663818,0.17721989750862122,1.0,1.0,0.9986132244731105
elementwise,1,grad,producer,2,1,12,0.019951817737926137,0.993890909090909,0.050662413239479065,0.986799955368042,0.00022816177806816995,0.0009999999310821295,0.02436722442507744,0.02325398102402687,1.0,1.0,0.9986135083575581
elementwise,1,grad,producer,2,2,1,0.22661340553977272,0.9314181818181818,0.088725745677948,0.9741999506950378,0.0517907589673996,0.021399999037384987,0.4572898745536804,0.4572144150733948,1.0,1.0,0.9986073338708212
elementwise,1,grad,producer,2,2,2,0.07136178533380681,0.9776727272727272,0.06460333615541458,0.9817999601364136,0.028221599757671356,0.013599999248981476,0.35463985800743103,0.3544672727584839,1.0,1.0,0.9986155665198038
elementwise,1,grad,producer,2,2,3,0.05414828657670454,0.9835090909090909,0.07320643216371536,0.9781999588012695,0.04203306883573532,0.016200000420212746,0.38458016514778137,0.3845909535884857,1.0,1.0,0.9986149277797965
elementwise,1,grad,producer,2,2,4,0.04427934126420455,0.9862909090909091,0.05969904735684395,0.9813999533653259,0.025503039360046387,0.012000000104308128,0.3138401508331299,0.31379425525665283,1.0,1.0,0.9986073338708212
elementwise,1,grad,producer,2,2,5,0.038124467329545456,0.9882181818181818,0.05501853674650192,0.9845999479293823,0.022051705047488213,0.010599999688565731,0.28917986154556274,0.28910669684410095,1.0,1.0,0.998605843477471
elementwise,1,grad,producer,2,2,6,0.03408462579900568,0.9891818181818182,0.0562070868909359,0.9837999939918518,0.019444739446043968,0.010599999688565731,0.2458210289478302,0.245619997382164,1.0,1.0,0.9986100307730741
elementwise,1,grad,producer,2,2,7,0.029785606800426138,0.9905454545454545,0.04888198897242546,0.9871999621391296,0.012458378449082375,0.00699999975040555,0.19548779726028442,0.19532665610313416,1.0,1.0,0.9986034304596657
elementwise,1,grad,producer,2,2,8,0.027122520862926137,0.9914909090909091,0.045233726501464844,0.9887999892234802,0.009499659761786461,0.00559999980032444,0.17383001744747162,0.17358063161373138,1.0,1.0,0.9986079726108285
elementwise,1,grad,producer,2,2,9,0.024740256569602274,0.9922545454545455,0.04255449399352074,0.9896000027656555,0.009651686064898968,0.005799999926239252,0.17451657354831696,0.1743105798959732,1.0,1.0,0.9986124437908793
elementwise,1,grad,producer,2,2,10,0.021718989701704546,0.9927636363636364,0.04371991753578186,0.988599956035614,0.010645792819559574,0.006000000052154064,0.1431887298822403,0.14299972355365753,1.0,1.0,0.9986120889353197
elementwise,1,grad,producer,2,2,11,0.020260762162642044,0.9935636363636363,0.04778553545475006,0.988599956035614,0.00949990376830101,0.005799999926239252,0.1441650539636612,0.14401786029338837,1.0,1.0,0.9986114501953125
elementwise,1,grad,producer,2,2,12,0.018732179953835228,0.993890909090909,0.04064647853374481,0.9901999831199646,0.00019577419152483344,0.0005999999702908099,0.02065972238779068,0.019286831840872765,1.0,1.0,0.9986095339752907
elementwise,1,grad,producer,3,0,1,0.24304456676136363,0.9262,0.09107843786478043,0.9735999703407288,0.05459345132112503,0.02459999918937683,0.4754469692707062,0.4753069579601288,1.0,1.0,0.9996518866960392
elementwise,1,grad,producer,3,0,2,0.07846671697443182,0.9755090909090909,0.07401735335588455,0.9789999723434448,0.045994363725185394,0.01899999938905239,0.39669764041900635,0.3966251611709595,1.0,1.0,0.9996501124182413
elementwise,1,grad,producer,3,0,3,0.06012411221590909,0.9812363636363637,0.06586352735757828,0.9824000000953674,0.02713150903582573,0.012999999336898327,0.3323458433151245,0.3322666585445404,1.0,1.0,0.9996496865915697
elementwise,1,grad,producer,3,0,4,0.04964533025568182,0.9848,0.05848957598209381,0.9833999872207642,0.02033327706158161,0.012999999336898327,0.31003159284591675,0.3100256621837616,1.0,1.0,0.9996491188226744
elementwise,1,grad,producer,3,0,5,0.04465400834517046,0.9861454545454545,0.05803012102842331,0.9837999939918518,0.022389758378267288,0.012399999424815178,0.2874014377593994,0.28741562366485596,1.0,1.0,0.9996482671693314
elementwise,1,grad,producer,3,0,6,0.038446342329545455,0.9877454545454546,0.052530787885189056,0.9878000020980835,0.017356975004076958,0.008999999612569809,0.2796723246574402,0.27969178557395935,1.0,1.0,0.9996498995049056
elementwise,1,grad,producer,3,0,7,0.03499897682883523,0.9892363636363637,0.051147568970918655,0.9860000014305115,0.014378572814166546,0.007999999448657036,0.21223846077919006,0.2122078537940979,1.0,1.0,0.999649544649346
elementwise,1,grad,producer,3,0,8,0.031228564453125,0.9902363636363636,0.04760155454277992,0.986799955368042,0.011305248364806175,0.00699999975040555,0.21965496242046356,0.2196456789970398,1.0,1.0,0.9996486929960029
elementwise,1,grad,producer,3,0,9,0.028661745383522726,0.9912363636363636,0.05596984922885895,0.9851999878883362,0.015561413019895554,0.008999999612569809,0.1745741367340088,0.17456454038619995,1.0,1.0,0.9996516737827035
elementwise,1,grad,producer,3,0,10,0.026107663796164773,0.9917818181818182,0.06966512650251389,0.9807999730110168,0.036908261477947235,0.013199999928474426,0.20044584572315216,0.20045337080955505,1.0,1.0,0.9996501833893532
elementwise,1,grad,producer,3,0,11,0.023756141246448863,0.9924909090909091,0.0515877790749073,0.9857999682426453,0.016819054260849953,0.008200000040233135,0.17579719424247742,0.17576129734516144,1.0,1.0,0.9996497575626817
elementwise,1,grad,producer,3,0,12,0.022569094016335226,0.9928181818181818,0.04740850627422333,0.9865999817848206,0.0004416839510668069,0.0026000000070780516,0.02953358367085457,0.02924281358718872,1.0,1.0,0.9996501124182413
elementwise,1,grad,producer,3,1,1,0.23482785866477274,0.9286545454545454,0.10350136458873749,0.9687999486923218,0.06358202546834946,0.026999998837709427,0.4641420543193817,0.46413931250572205,1.0,1.0,0.9996496865915697
elementwise,1,grad,producer,3,1,2,0.075623828125,0.9767272727272728,0.07445936650037766,0.9783999919891357,0.050023630261421204,0.02019999921321869,0.4031515419483185,0.4031405448913574,1.0,1.0,0.9996494027071221
elementwise,1,grad,producer,3,1,3,0.05811136807528409,0.9816363636363636,0.0684347152709961,0.9801999926567078,0.03197794035077095,0.016200000420212746,0.33630070090293884,0.3362748324871063,1.0,1.0,0.9996484091115553
elementwise,1,grad,producer,3,1,4,0.047583811257102274,0.9853454545454545,0.06330180168151855,0.9817999601364136,0.02661838009953499,0.014599999412894249,0.3439858555793762,0.344001442193985,1.0,1.0,0.9996479832848837
elementwise,1,grad,producer,3,1,5,0.04070208185369318,0.9872363636363637,0.05264034867286682,0.9853999614715576,0.025494499132037163,0.012399999424815178,0.2853292226791382,0.28533968329429626,1.0,1.0,0.9996486929960029
elementwise,1,grad,producer,3,1,6,0.03651779119318182,0.9885090909090909,0.048891618847846985,0.9865999817848206,0.014849726110696793,0.009200000204145908,0.22877870500087738,0.22877401113510132,1.0,1.0,0.9996483381404433
elementwise,1,grad,producer,3,1,7,0.032797554154829545,0.989909090909091,0.04641337692737579,0.9869999885559082,0.017784060910344124,0.009999999776482582,0.23972438275814056,0.2397276759147644,1.0,1.0,0.9996498285337936
elementwise,1,grad,producer,3,1,8,0.029672358842329546,0.9907090909090909,0.05021850764751434,0.9847999811172485,0.025538146495819092,0.011599999852478504,0.2530118227005005,0.2530063986778259,1.0,1.0,0.9996503963026889
elementwise,1,grad,producer,3,1,9,0.027331440873579544,0.9912727272727273,0.06111437827348709,0.983199954032898,0.02599196694791317,0.012399999424815178,0.21672576665878296,0.2167259007692337,1.0,1.0,0.9996486929960029
elementwise,1,grad,producer,3,1,10,0.025093217329545454,0.9919454545454546,0.04590773209929466,0.9881999492645264,0.023006068542599678,0.009800000116229057,0.18567052483558655,0.18559019267559052,1.0,1.0,0.999649544649346
elementwise,1,grad,producer,3,1,11,0.022687220348011364,0.9929272727272728,0.05325629934668541,0.9853999614715576,0.020399222150444984,0.010999999940395355,0.170731782913208,0.17073479294776917,1.0,1.0,0.999649473678234
elementwise,1,grad,producer,3,1,12,0.01991245783025568,0.9940545454545454,0.050658222287893295,0.9865999817848206,0.0002844661066774279,0.00139999995008111,0.022361569106578827,0.022194355726242065,1.0,1.0,0.9996508221293605
elementwise,1,grad,producer,3,2,1,0.22638993252840908,0.9314,0.08859964460134506,0.9745999574661255,0.05164171755313873,0.020800000056624413,0.45646849274635315,0.4564124345779419,1.0,1.0,0.9996494027071221
elementwise,1,grad,producer,3,2,2,0.0713061612215909,0.9777090909090909,0.06440632790327072,0.9817999601364136,0.028055528178811073,0.013599999248981476,0.35512664914131165,0.3550463914871216,1.0,1.0,0.999648551053779
elementwise,1,grad,producer,3,2,3,0.054084135298295456,0.9836181818181818,0.07170373946428299,0.9783999919891357,0.040391065180301666,0.01599999889731407,0.38144999742507935,0.3814907670021057,1.0,1.0,0.9996506801871367
elementwise,1,grad,producer,3,2,4,0.04420086558948864,0.9864181818181819,0.059609852731227875,0.9815999865531921,0.02565295621752739,0.012199999764561653,0.3135303258895874,0.313544362783432,1.0,1.0,0.9996497575626817
elementwise,1,grad,producer,3,2,5,0.038088725142045456,0.9880181818181818,0.05521146208047867,0.9851999878883362,0.022374432533979416,0.010400000028312206,0.28889384865760803,0.2889094650745392,1.0,1.0,0.9996504672738009
elementwise,1,grad,producer,3,2,6,0.034083655894886364,0.9892545454545455,0.05490265041589737,0.9847999811172485,0.018191685900092125,0.009599999524652958,0.24900862574577332,0.248939648270607,1.0,1.0,0.9996496156204578
elementwise,1,grad,producer,3,2,7,0.02980284090909091,0.9904909090909091,0.04891269654035568,0.9871999621391296,0.012471032328903675,0.00699999975040555,0.1978970617055893,0.19781503081321716,1.0,1.0,0.999649544649346
elementwise,1,grad,producer,3,2,8,0.027033647017045456,0.9915090909090909,0.04519672319293022,0.9883999824523926,0.00942109152674675,0.005799999926239252,0.17594905197620392,0.17584162950515747,1.0,1.0,0.9996479123137718
elementwise,1,grad,producer,3,2,9,0.024613203568892045,0.9924181818181819,0.04253092780709267,0.9896000027656555,0.009628848172724247,0.00559999980032444,0.17401748895645142,0.17401641607284546,1.0,1.0,0.9996493317360102
elementwise,1,grad,producer,3,2,10,0.021669617808948865,0.9926727272727273,0.04296285659074783,0.9893999695777893,0.009980050846934319,0.004999999888241291,0.13850608468055725,0.13851436972618103,1.0,1.0,0.9996513898982559
elementwise,1,grad,producer,3,2,11,0.02010399502840909,0.9936545454545455,0.04716154932975769,0.988599956035614,0.009373459964990616,0.006199999712407589,0.14269192516803741,0.14269602298736572,1.0,1.0,0.999649473678234
elementwise,1,grad,producer,3,2,12,0.01880188654119318,0.9939454545454546,0.04054439440369606,0.9901999831199646,9.672920714365318e-05,0.0005999999702908099,0.016315139830112457,0.016098661348223686,1.0,1.0,0.9996513898982559
elementwise,1,grad,producer,4,0,1,0.24270619673295454,0.9263454545454546,0.09145870059728622,0.9731999635696411,0.05483586713671684,0.02499999850988388,0.4767279028892517,0.4766053557395935,1.0,1.0,0.9999102925145349
elementwise,1,grad,producer,4,0,2,0.07834886363636363,0.9754545454545455,0.07414570450782776,0.9783999919891357,0.04630589485168457,0.019600000232458115,0.3963955342769623,0.3962940275669098,1.0,1.0,0.999910221543423
elementwise,1,grad,producer,4,0,3,0.06004960493607955,0.9814,0.06621705740690231,0.9824000000953674,0.027272973209619522,0.012999999336898327,0.33293333649635315,0.33283761143684387,1.0,1.0,0.9999105763989825
elementwise,1,grad,producer,4,0,4,0.04958071732954546,0.9848545454545454,0.05793037265539169,0.9835999608039856,0.02002551220357418,0.012799999676644802,0.310137540102005,0.31012991070747375,1.0,1.0,0.9999106473700945
elementwise,1,grad,producer,4,0,5,0.044561891867897725,0.9860363636363636,0.05765250325202942,0.9842000007629395,0.02233937382698059,0.012000000104308128,0.28525522351264954,0.28526273369789124,1.0,1.0,0.9999100086300872
elementwise,1,grad,producer,4,0,6,0.038398583984375,0.9877454545454546,0.05278070643544197,0.9873999953269958,0.01770096644759178,0.009399999864399433,0.28045812249183655,0.2804969549179077,1.0,1.0,0.9999105763989825
elementwise,1,grad,producer,4,0,7,0.03491245561079546,0.9894363636363637,0.05133810266852379,0.9863999485969543,0.014735238626599312,0.008599999360740185,0.21728014945983887,0.21727538108825684,1.0,1.0,0.9999104344567588
elementwise,1,grad,producer,4,0,8,0.031145348011363636,0.9902909090909091,0.04763540253043175,0.9871999621391296,0.011538736522197723,0.00699999975040555,0.21747128665447235,0.21746543049812317,1.0,1.0,0.999910150572311
elementwise,1,grad,producer,4,0,9,0.028609519264914774,0.9912,0.05484564229846001,0.9845999479293823,0.015176726505160332,0.009999999776482582,0.18121843039989471,0.18123272061347961,1.0,1.0,0.9999102925145349
elementwise,1,grad,producer,4,0,10,0.026108418412642047,0.9918181818181818,0.06714316457509995,0.9809999465942383,0.034873876720666885,0.011799999512732029,0.20081624388694763,0.20084433257579803,1.0,1.0,0.9999102925145349
elementwise,1,grad,producer,4,0,11,0.023592638050426138,0.9927818181818182,0.05129805952310562,0.9857999682426453,0.01715228147804737,0.008200000040233135,0.1760329157114029,0.17602039873600006,1.0,1.0,0.9999102925145349
elementwise,1,grad,producer,4,0,12,0.02258785733309659,0.9927636363636364,0.04735417664051056,0.9865999817848206,0.00047856158926151693,0.0026000000070780516,0.030729016289114952,0.030636200681328773,1.0,1.0,0.999910221543423
elementwise,1,grad,producer,4,1,1,0.23450420809659092,0.929,0.1031387448310852,0.9691999554634094,0.06329300254583359,0.026999998837709427,0.463754266500473,0.46374666690826416,1.0,1.0,0.9999098666878634
elementwise,1,grad,producer,4,1,2,0.07569124644886363,0.9768909090909091,0.07476446777582169,0.9787999987602234,0.050151605159044266,0.01979999989271164,0.40304577350616455,0.4030410945415497,1.0,1.0,0.9999100796011992
elementwise,1,grad,producer,4,1,3,0.05817804509943182,0.9816909090909091,0.06882306933403015,0.9801999926567078,0.03243022412061691,0.016200000420212746,0.338878870010376,0.3388669192790985,1.0,1.0,0.9999100796011992
elementwise,1,grad,producer,4,1,4,0.04765856267755682,0.985,0.06288968771696091,0.9821999669075012,0.026408428326249123,0.0139999995008111,0.34557366371154785,0.3455914855003357,1.0,1.0,0.999910221543423
elementwise,1,grad,producer,4,1,5,0.04068195134943182,0.9873272727272727,0.05251796916127205,0.9855999946594238,0.025624334812164307,0.012199999764561653,0.2853565216064453,0.2853715121746063,1.0,1.0,0.999910150572311
elementwise,1,grad,producer,4,1,6,0.03646124600497159,0.9883272727272727,0.04932411015033722,0.9863999485969543,0.015424639917910099,0.009200000204145908,0.2262657731771469,0.226270392537117,1.0,1.0,0.9999103634856468
elementwise,1,grad,producer,4,1,7,0.032684925426136366,0.9897818181818182,0.04615219682455063,0.9873999953269958,0.01711644046008587,0.009599999524652958,0.23926065862178802,0.2392726093530655,1.0,1.0,0.999910150572311
elementwise,1,grad,producer,4,1,8,0.029604416725852272,0.9907090909090909,0.05002492666244507,0.9847999811172485,0.02580755017697811,0.011599999852478504,0.2537413239479065,0.2537625730037689,1.0,1.0,0.999910150572311
elementwise,1,grad,producer,4,1,9,0.027301120827414774,0.9912363636363636,0.061540648341178894,0.983199954032898,0.026077574118971825,0.012799999676644802,0.21746937930583954,0.21748696267604828,1.0,1.0,0.999910150572311
