format,block,target,bits,seed,vocab,step,train_loss,val_loss,val_ppl
elementwise,1,activation,3,0,65,2500,1.6640598773956299,1.8849159061908722,6.585800593669708
elementwise,1,activation,3,0,65,2750,1.656523585319519,1.8637896656990052,6.448126772115881
elementwise,1,activation,3,0,65,3000,1.6262094974517822,1.8374691307544708,6.280622694592663
elementwise,1,activation,3,0,65,3250,1.5610005855560303,1.8382028639316559,6.28523268688239
elementwise,1,activation,3,0,65,3500,1.5601391792297363,1.802438685297966,6.06441865456383
elementwise,1,activation,3,0,65,3750,1.544330358505249,1.7898672968149185,5.988657699699131
elementwise,1,activation,3,0,65,4000,1.507568359375,1.7609175324440003,5.817772941685225
elementwise,1,activation,3,1,65,250,2.7514493465423584,2.7253623783588408,15.261943522942234
elementwise,1,activation,3,1,65,500,2.597529888153076,2.5998583495616914,13.461831025675302
elementwise,1,activation,3,1,65,750,2.44478702545166,2.4308428525924684,11.368459979021626
elementwise,1,activation,3,1,65,1000,2.215085744857788,2.2542023837566374,9.52769083764819
elementwise,1,activation,3,1,65,1250,2.0980677604675293,2.1822993218898774,8.866670166964317
elementwise,1,activation,3,1,65,1500,1.9962750673294067,2.1354108095169066,8.460521455773668
elementwise,1,activation,3,1,65,1750,1.8914941549301147,2.0432097971439362,7.715334154138063
elementwise,1,activation,3,1,65,2000,1.8113147020339966,1.973313608765602,7.194476715356908
elementwise,1,activation,3,1,65,2250,1.7476435899734497,1.9423728227615356,6.975282458721443
elementwise,1,activation,3,1,65,2500,1.7220969200134277,1.9080247163772583,6.7397626985710515
elementwise,1,activation,3,1,65,2750,1.6169226169586182,1.8733641654253006,6.510160858910735
elementwise,1,activation,3,1,65,3000,1.6447458267211914,1.850760853290558,6.364660253522459
elementwise,1,activation,3,1,65,3250,1.5978211164474487,1.842206197977066,6.310445005876128
elementwise,1,activation,3,1,65,3500,1.5914843082427979,1.8103031128644944,6.112299868189537
elementwise,1,activation,3,1,65,3750,1.5305763483047485,1.7903648346662522,5.99163802493424
elementwise,1,activation,3,1,65,4000,1.5146629810333252,1.7985013663768767,6.040588049382267
elementwise,1,activation,3,2,65,250,2.739018440246582,2.7224888265132905,15.218150487877914
elementwise,1,activation,3,2,65,500,2.5644373893737793,2.5587431311607363,12.91956890304943
elementwise,1,activation,3,2,65,750,2.397707939147949,2.3900514483451842,10.914055438689408
elementwise,1,activation,3,2,65,1000,2.274374008178711,2.2942024946212767,9.916524376390173
elementwise,1,activation,3,2,65,1250,2.1359000205993652,2.2325007140636446,9.323151488318492
elementwise,1,activation,3,2,65,1500,2.075751304626465,2.1647373020648955,8.71231290959433
elementwise,1,activation,3,2,65,1750,1.9576398134231567,2.0935196399688722,8.113421291086379
elementwise,1,activation,3,2,65,2000,1.847182035446167,2.031554877758026,7.625934541157499
elementwise,1,activation,3,2,65,2250,1.7900041341781616,1.9606214880943298,7.103740583737948
elementwise,1,activation,3,2,65,2500,1.755028247833252,1.950468972325325,7.031984613596135
elementwise,1,activation,3,2,65,2750,1.7574976682662964,1.8920670568943023,6.633065443828255
elementwise,1,activation,3,2,65,3000,1.685497522354126,1.8687476217746735,6.48017568432149
elementwise,1,activation,3,2,65,3250,1.604449987411499,1.8400613754987716,6.296924726062582
elementwise,1,activation,3,2,65,3500,1.5235627889633179,1.8281329780817033,6.222258713688706
elementwise,1,activation,3,2,65,3750,1.5832905769348145,1.7952702552080155,6.021101736044969
elementwise,1,activation,3,2,65,4000,1.5626726150512695,1.774428591132164,5.8969106264163305
elementwise,1,activation,4,0,65,250,2.6743946075439453,2.6641068518161775,14.355122567003674
elementwise,1,activation,4,0,65,500,2.478454113006592,2.494861513376236,12.120054936873526
elementwise,1,activation,4,0,65,750,2.2455296516418457,2.2991201519966125,9.965410549833855
elementwise,1,activation,4,0,65,1000,2.1833438873291016,2.1922028779983522,8.954917994834721
elementwise,1,activation,4,0,65,1250,2.015988826751709,2.1207101583480834,8.337056015820947
elementwise,1,activation,4,0,65,1500,1.9212653636932373,2.020507925748825,7.542154815564216
elementwise,1,activation,4,0,65,1750,1.8214104175567627,1.932703897356987,6.908163977643376
elementwise,1,activation,4,0,65,2000,1.706093430519104,1.898918902873993,6.678670246745069
elementwise,1,activation,4,0,65,2250,1.665387749671936,1.8613321214914322,6.432299671382914
elementwise,1,activation,4,0,65,2500,1.5876878499984741,1.8161696940660477,6.148263560509032
elementwise,1,activation,4,0,65,2750,1.5833148956298828,1.7945498555898667,6.016765698680842
elementwise,1,activation,4,0,65,3000,1.5567207336425781,1.7768519341945648,5.911218192941619
elementwise,1,activation,4,0,65,3250,1.4781641960144043,1.7466779142618178,5.735517112019586
elementwise,1,activation,4,0,65,3500,1.485303282737732,1.7353970885276795,5.671179316995558
elementwise,1,activation,4,0,65,3750,1.4611248970031738,1.725228589773178,5.613804141249794
elementwise,1,activation,4,0,65,4000,1.4369134902954102,1.7047899872064591,5.500230427151021
elementwise,1,activation,4,1,65,250,2.690025806427002,2.67035396695137,14.44508136939334
elementwise,1,activation,4,1,65,500,2.549849510192871,2.550451123714447,12.812882674292297
elementwise,1,activation,4,1,65,750,2.3939404487609863,2.3812053203582764,10.81793408514282
elementwise,1,activation,4,1,65,1000,2.154664993286133,2.2003559172153473,9.028226228806242
elementwise,1,activation,4,1,65,1250,2.0297045707702637,2.1194407045841217,8.326479223476117
elementwise,1,activation,4,1,65,1500,1.9377888441085815,2.0670309245586393,7.901328615887013
elementwise,1,activation,4,1,65,1750,1.822319746017456,1.9865027576684953,7.289994252915664
elementwise,1,activation,4,1,65,2000,1.7456563711166382,1.918348377943039,6.8097021220077885
elementwise,1,activation,4,1,65,2250,1.6905417442321777,1.87577865421772,6.525898560948438
elementwise,1,activation,4,1,65,2500,1.6521393060684204,1.845684763789177,6.332434527959112
elementwise,1,activation,4,1,65,2750,1.560890793800354,1.8068135231733322,6.091007621788704
elementwise,1,activation,4,1,65,3000,1.5930743217468262,1.780213874578476,5.931124799765504
elementwise,1,activation,4,1,65,3250,1.527405858039856,1.7507552653551102,5.758950569739415
elementwise,1,activation,4,1,65,3500,1.517529010772705,1.738770106434822,5.690340603901437
elementwise,1,activation,4,1,65,3750,1.4712016582489014,1.7356745302677155,5.6727529571399575
elementwise,1,activation,4,1,65,4000,1.4572463035583496,1.714119738340378,5.551786336145814
elementwise,1,activation,4,2,65,250,2.6826531887054443,2.6723086178302764,14.47334407324885
elementwise,1,activation,4,2,65,500,2.508514881134033,2.5064787447452543,12.26167745729534
elementwise,1,activation,4,2,65,750,2.3269500732421875,2.3364042401313783,10.34397516058771
elementwise,1,activation,4,2,65,1000,2.2114133834838867,2.2348326325416563,9.344917686183472
elementwise,1,activation,4,2,65,1250,2.0575687885284424,2.159144163131714,8.663719753876247
elementwise,1,activation,4,2,65,1500,1.9948853254318237,2.091222828626633,8.094807677203153
elementwise,1,activation,4,2,65,1750,1.8827952146530151,2.0199365496635435,7.537846639582684
elementwise,1,activation,4,2,65,2000,1.7755720615386963,1.9581085741519928,7.085911905331548
elementwise,1,activation,4,2,65,2250,1.71926748752594,1.8932058274745942,6.640623286120314
elementwise,1,activation,4,2,65,2500,1.6796339750289917,1.8653480768203736,6.458183438764776
elementwise,1,activation,4,2,65,2750,1.6816227436065674,1.8350270181894301,6.265303420303601
elementwise,1,activation,4,2,65,3000,1.617208480834961,1.825681459903717,6.207023415779121
elementwise,1,activation,4,2,65,3250,1.5312210321426392,1.7742790192365647,5.89602868027458
elementwise,1,activation,4,2,65,3500,1.4502923488616943,1.757433184981346,5.797537074167476
elementwise,1,activation,4,2,65,3750,1.521498203277588,1.7368703305721283,5.67954049431366
elementwise,1,activation,4,2,65,4000,1.491265058517456,1.7180108726024628,5.573431166334113
elementwise,1,activation,5,0,65,250,2.6630420684814453,2.650068426132202,14.155007184631664
elementwise,1,activation,5,0,65,500,2.468287467956543,2.48002148270607,11.941520951278203
elementwise,1,activation,5,0,65,750,2.231482982635498,2.2825574576854706,9.80171585588244
elementwise,1,activation,5,0,65,1000,2.164968490600586,2.173787558078766,8.79151945100699
elementwise,1,activation,5,0,65,1250,1.9909818172454834,2.1008342623710634,8.172985483433271
elementwise,1,activation,5,0,65,1500,1.8986001014709473,1.9995487809181214,7.385722767909578
elementwise,1,activation,5,0,65,1750,1.798027515411377,1.9116968184709549,6.764557291564373
elementwise,1,activation,5,0,65,2000,1.6908884048461914,1.8757558941841126,6.525750032968129
elementwise,1,activation,5,0,65,2250,1.6464128494262695,1.8353979021310807,6.267627551696624
elementwise,1,activation,5,0,65,2500,1.5652503967285156,1.7944268047809602,6.016025376344184
elementwise,1,activation,5,0,65,2750,1.55866539478302,1.7768324553966521,5.911103050638442
elementwise,1,activation,5,0,65,3000,1.5371627807617188,1.748112651705742,5.743751979204012
elementwise,1,activation,5,0,65,3250,1.461512565612793,1.7281113147735596,5.63001054287151
elementwise,1,activation,5,0,65,3500,1.4615046977996826,1.7192703992128373,5.580455473921747
elementwise,1,activation,5,0,65,3750,1.4511393308639526,1.712087219953537,5.540513688150677
elementwise,1,activation,5,0,65,4000,1.4162795543670654,1.681394848227501,5.373045329402637
elementwise,1,activation,5,1,65,250,2.6772091388702393,2.657238268852234,14.256861061655604
elementwise,1,activation,5,1,65,500,2.5343613624572754,2.5400337100028993,12.68009840978351
elementwise,1,activation,5,1,65,750,2.3854551315307617,2.3665712237358094,10.660776129532575
elementwise,1,activation,5,1,65,1000,2.1399283409118652,2.1867697179317473,8.906396424075657
elementwise,1,activation,5,1,65,1250,2.009957790374756,2.10409671664238,8.199693017198204
elementwise,1,activation,5,1,65,1500,1.911303997039795,2.0518503189086914,7.782287506213969
elementwise,1,activation,5,1,65,1750,1.8028030395507812,1.9677037209272386,7.154229504648057
elementwise,1,activation,5,1,65,2000,1.7281867265701294,1.9011805832386017,6.693792358349223
elementwise,1,activation,5,1,65,2250,1.6610167026519775,1.8602256953716279,6.4251867427067495
elementwise,1,activation,5,1,65,2500,1.6310633420944214,1.8294174194335937,6.230255974989804
elementwise,1,activation,5,1,65,2750,1.5398162603378296,1.7863993614912033,5.967925392049943
elementwise,1,activation,5,1,65,3000,1.5668714046478271,1.7608033269643784,5.817108558074935
elementwise,1,activation,5,1,65,3250,1.5076558589935303,1.744583311676979,5.72351605616042
elementwise,1,activation,5,1,65,3500,1.4984291791915894,1.7225814163684845,5.598963080325401
elementwise,1,activation,5,1,65,3750,1.4540622234344482,1.7065926045179367,5.51015417941272
elementwise,1,activation,5,1,65,4000,1.4381297826766968,1.6811733216047287,5.37185518864561
elementwise,1,activation,5,2,65,250,2.6690008640289307,2.6592082500457765,14.284974492198803
elementwise,1,activation,5,2,65,500,2.4970579147338867,2.4940617620944976,12.11036578237632
elementwise,1,activation,5,2,65,750,2.3121368885040283,2.322341674566269,10.199530344428542
elementwise,1,activation,5,2,65,1000,2.1962740421295166,2.2182734668254853,9.191447818942802
elementwise,1,activation,5,2,65,1250,2.041917085647583,2.1415892481803893,8.512956083916885
elementwise,1,activation,5,2,65,1500,1.9763253927230835,2.071962761878967,7.940392933484581
elementwise,1,activation,5,2,65,1750,1.866361141204834,1.997157672047615,7.368083797437598
elementwise,1,activation,5,2,65,2000,1.755865454673767,1.9360084116458893,6.931029863733636
elementwise,1,activation,5,2,65,2250,1.7010594606399536,1.8726911455392838,6.50578086526826
elementwise,1,activation,5,2,65,2500,1.6607859134674072,1.8441709727048874,6.322855796956825
elementwise,1,activation,5,2,65,2750,1.6584795713424683,1.8160780668258667,6.14770023789532
elementwise,1,activation,5,2,65,3000,1.598278284072876,1.811156004667282,6.117515222393573
elementwise,1,activation,5,2,65,3250,1.5132124423980713,1.7574222087860107,5.7974734396173195
elementwise,1,activation,5,2,65,3500,1.432502269744873,1.7444361954927445,5.722674096252316
elementwise,1,activation,5,2,65,3750,1.4998434782028198,1.7171016573905944,5.568366020937938
elementwise,1,activation,5,2,65,4000,1.4680726528167725,1.7029229640960692,5.4899709501515765
elementwise,1,activation,7,0,65,250,2.6581249237060547,2.64561727643013,14.0921411454903
elementwise,1,activation,7,0,65,500,2.463352680206299,2.4757057189941407,11.890095218966614
elementwise,1,activation,7,0,65,750,2.2262065410614014,2.2771390974521637,9.748750251416297
elementwise,1,activation,7,0,65,1000,2.1598098278045654,2.1678295373916625,8.739295127534835
elementwise,1,activation,7,0,65,1250,1.9839575290679932,2.094334828853607,8.120037958490487
elementwise,1,activation,7,0,65,1500,1.8904407024383545,1.9939893543720246,7.344776309567013
elementwise,1,activation,7,0,65,1750,1.7937034368515015,1.906841230392456,6.731791002002437
elementwise,1,activation,7,0,65,2000,1.6836652755737305,1.8690902531147002,6.482396376017379
elementwise,1,activation,7,0,65,2250,1.641571283340454,1.8302269667387008,6.23530170402709
elementwise,1,activation,7,0,65,2500,1.5626420974731445,1.7888542056083678,5.982593715447734
elementwise,1,activation,7,0,65,2750,1.5512685775756836,1.7703591644763947,5.8729623420689325
elementwise,1,activation,7,0,65,3000,1.5307724475860596,1.7391291916370393,5.692384287914258
elementwise,1,activation,7,0,65,3250,1.452109932899475,1.7218073904514313,5.594631014574472
elementwise,1,activation,7,0,65,3500,1.4582302570343018,1.7035842269659043,5.493602464657908
elementwise,1,activation,7,0,65,3750,1.440725564956665,1.7040166825056076,5.495978717251442
elementwise,1,activation,7,0,65,4000,1.4091601371765137,1.6815176129341125,5.373704990226817
elementwise,1,activation,7,1,65,250,2.673706293106079,2.651983827352524,14.182145684928006
elementwise,1,activation,7,1,65,500,2.529482841491699,2.5346176981925965,12.61160848557839
elementwise,1,activation,7,1,65,750,2.3805339336395264,2.3627277970314027,10.619880857199337
elementwise,1,activation,7,1,65,1000,2.134671926498413,2.180207896232605,8.848145563650197
elementwise,1,activation,7,1,65,1250,2.0039374828338623,2.098356467485428,8.152759569982528
elementwise,1,activation,7,1,65,1500,1.9100418090820312,2.045896577835083,7.736091437616498
elementwise,1,activation,7,1,65,1750,1.8014477491378784,1.9656515538692474,7.13956288485754
elementwise,1,activation,7,1,65,2000,1.7208251953125,1.8962249636650086,6.660702527941015
elementwise,1,activation,7,1,65,2250,1.6630327701568604,1.8547780215740204,6.390279588965856
elementwise,1,activation,7,1,65,2500,1.6311936378479004,1.82240991294384,6.186750027945712
elementwise,1,activation,7,1,65,2750,1.5345368385314941,1.7834203898906709,5.950173566013615
elementwise,1,activation,7,1,65,3000,1.5632050037384033,1.7538750737905502,5.7769454479970115
elementwise,1,activation,7,1,65,3250,1.504856824874878,1.7358196914196014,5.673576480263916
elementwise,1,activation,7,1,65,3500,1.4964807033538818,1.7183341979980469,5.575233489523456
elementwise,1,activation,7,1,65,3750,1.4443084001541138,1.7067370682954788,5.510950254600948
elementwise,1,activation,7,1,65,4000,1.43861985206604,1.6842494279146194,5.388405027769362
elementwise,1,activation,7,2,65,250,2.6634678840637207,2.654450112581253,14.217166068718914
elementwise,1,activation,7,2,65,500,2.4936747550964355,2.4892428696155546,12.052147617988105
elementwise,1,activation,7,2,65,750,2.3062081336975098,2.317452150583267,10.149781220076926
elementwise,1,activation,7,2,65,1000,2.190214157104492,2.211528605222702,9.129661380202121
elementwise,1,activation,7,2,65,1250,2.037604808807373,2.1350549876689913,8.4575115529213
elementwise,1,activation,7,2,65,1500,1.969171166419983,2.0665466248989106,7.897502931590511
elementwise,1,activation,7,2,65,1750,1.8594194650650024,1.9896448105573654,7.312935823357514
elementwise,1,activation,7,2,65,2000,1.751124620437622,1.9282290637493134,6.8773201552637735
elementwise,1,activation,7,2,65,2250,1.6918238401412964,1.8673625946044923,6.4712066775239805
elementwise,1,activation,7,2,65,2500,1.6546058654785156,1.8362304985523223,6.272848128981242
elementwise,1,activation,7,2,65,2750,1.6515964269638062,1.8125282615423202,6.1259157872638506
elementwise,1,activation,7,2,65,3000,1.5969395637512207,1.8096463561058045,6.108286891858871
elementwise,1,activation,7,2,65,3250,1.5089771747589111,1.7585235089063644,5.803861714872596
elementwise,1,activation,7,2,65,3500,1.4240400791168213,1.7423135221004487,5.710539611545566
elementwise,1,activation,7,2,65,3750,1.4939286708831787,1.7145687937736511,5.554279955809258
elementwise,1,activation,7,2,65,4000,1.4656177759170532,1.703790268301964,5.494734490467557
elementwise,1,activation,10,0,65,250,2.65806245803833,2.6453829646110534,14.088839577077172
elementwise,1,activation,10,0,65,500,2.4631550312042236,2.4754128992557525,11.886614074094023
elementwise,1,activation,10,0,65,750,2.2260570526123047,2.2766180276870727,9.743671795642646
elementwise,1,activation,10,0,65,1000,2.159534454345703,2.1675648272037504,8.736982053240078
elementwise,1,activation,10,0,65,1250,1.9832806587219238,2.093893027305603,8.116451305503336
elementwise,1,activation,10,0,65,1500,1.889549732208252,1.9934970557689666,7.341161376336339
elementwise,1,activation,10,0,65,1750,1.793006420135498,1.9064383327960968,6.729079325889113
elementwise,1,activation,10,0,65,2000,1.6837470531463623,1.8687135577201843,6.479954947023505
elementwise,1,activation,10,0,65,2250,1.6407527923583984,1.8297097235918045,6.232077370905843
elementwise,1,activation,10,0,65,2500,1.5605899095535278,1.788673985004425,5.9815156259450815
elementwise,1,activation,10,0,65,2750,1.5504581928253174,1.770297136902809,5.872598067762737
elementwise,1,activation,10,0,65,3000,1.5303155183792114,1.7394315153360367,5.69410549075539
elementwise,1,activation,10,0,65,3250,1.450818657875061,1.7221422135829925,5.596504540083037
elementwise,1,activation,10,0,65,3500,1.4571926593780518,1.7050220161676406,5.501506787973904
elementwise,1,activation,10,0,65,3750,1.4398865699768066,1.702941581606865,5.490073160696459
elementwise,1,activation,10,0,65,4000,1.4102261066436768,1.6823021352291108,5.377922435722092
elementwise,1,activation,10,1,65,250,2.673356056213379,2.651707464456558,14.178226807616596
elementwise,1,activation,10,1,65,500,2.5291857719421387,2.5342128753662108,12.606504051851342
elementwise,1,activation,10,1,65,750,2.3802950382232666,2.3623212575912476,10.615564334258998
elementwise,1,activation,10,1,65,1000,2.134549379348755,2.179713177680969,8.843769304489838
elementwise,1,activation,10,1,65,1250,2.0037288665771484,2.097973144054413,8.14963502510581
elementwise,1,activation,10,1,65,1500,1.9095515012741089,2.0455341756343843,7.733288369004496
elementwise,1,activation,10,1,65,1750,1.8011319637298584,1.9652704060077668,7.1368421742615205
elementwise,1,activation,10,1,65,2000,1.7207711935043335,1.89578997194767,6.657805807580063
elementwise,1,activation,10,1,65,2250,1.6629700660705566,1.8538307964801788,6.384229421670034
elementwise,1,activation,10,1,65,2500,1.631221055984497,1.8215758591890334,6.181592097149636
elementwise,1,activation,10,1,65,2750,1.5346357822418213,1.7834157913923263,5.950146204213234
