format,block,target,act_at,bits,seed,epoch,train_loss,train_acc,val_loss,val_acc,kl,disagree,logit_rel_err,logit_rel_err_c,upd_survive,grad_survive,grad_cos,epochs_to_90,epochs_to_95,epochs_to_98
elementwise,1,grad,producer,1,2,2,0.07177014382102273,0.9775090909090909,0.06465558707714081,0.9811999797821045,0.02829231508076191,0.013399999588727951,0.35437914729118347,0.35428622364997864,1.0,1.0,0.9946302547011264,0.1,0.3,1.9
elementwise,1,grad,producer,1,2,3,0.054509765625,0.9833636363636363,0.07459855824708939,0.9781999588012695,0.04364432021975517,0.01599999889731407,0.38832327723503113,0.38828760385513306,1.0,1.0,0.9946099569631177,0.1,0.3,1.9
elementwise,1,grad,producer,1,2,4,0.04459639115767045,0.9862545454545455,0.06059456616640091,0.9817999601364136,0.026409432291984558,0.012999999336898327,0.31394848227500916,0.3138813078403473,1.0,1.0,0.9946296869322311,0.1,0.3,1.9
elementwise,1,grad,producer,1,2,5,0.038561545632102276,0.9880909090909091,0.055477142333984375,0.9847999811172485,0.022429829463362694,0.010199999436736107,0.2884109318256378,0.2883165776729584,1.0,1.0,0.9946395519167878,0.1,0.3,1.9
elementwise,1,grad,producer,1,2,6,0.03441691228693182,0.989,0.05667959153652191,0.9843999743461609,0.019525345414876938,0.009800000116229057,0.24568259716033936,0.24548496305942535,1.0,1.0,0.9946222349654796,0.1,0.3,1.9
elementwise,1,grad,producer,1,2,7,0.030149662642045456,0.9904181818181819,0.049031954258680344,0.986799955368042,0.012448075227439404,0.007599999662488699,0.19539126753807068,0.19511501491069794,1.0,1.0,0.9946090343386628,0.1,0.3,1.9
elementwise,1,grad,producer,1,2,8,0.027406181196732955,0.9914545454545455,0.04582434520125389,0.9883999824523926,0.010155717842280865,0.005799999926239252,0.17785146832466125,0.17755581438541412,1.0,1.0,0.9946171960165334,0.1,0.3,1.9
elementwise,1,grad,producer,1,2,9,0.0250716552734375,0.9920181818181818,0.04280836880207062,0.9893999695777893,0.009934088215231895,0.006000000052154064,0.17584212124347687,0.1754826456308365,1.0,1.0,0.9946475006813227,0.1,0.3,1.9
elementwise,1,grad,producer,1,2,10,0.0220536376953125,0.9926,0.043819040060043335,0.9887999892234802,0.010905460454523563,0.00559999980032444,0.1444825530052185,0.14398230612277985,1.0,1.0,0.9946338032567223,0.1,0.3,1.9
elementwise,1,grad,producer,1,2,11,0.020484916548295453,0.9933636363636363,0.04728543013334274,0.9887999892234802,0.009251142852008343,0.004799999762326479,0.1449567973613739,0.14448875188827515,1.0,1.0,0.9946217381676962,0.1,0.3,1.9
elementwise,1,grad,producer,1,2,12,0.018934241832386362,0.9938,0.04106525704264641,0.9901999831199646,0.00031292258063331246,0.0007999999797903001,0.03082655742764473,0.028209062293171883,1.0,1.0,0.9946365001589753,0.1,0.3,1.9
elementwise,1,grad,producer,2,0,1,0.24287588778409092,0.9261272727272727,0.09149293601512909,0.9729999899864197,0.05515456572175026,0.02459999918937683,0.47742053866386414,0.4774198532104492,1.0,1.0,0.9986064112463663,0.2,0.4,2.4
elementwise,1,grad,producer,2,0,2,0.07856921164772727,0.9752909090909091,0.07448592782020569,0.9785999655723572,0.04703545570373535,0.01979999989271164,0.39856207370758057,0.39854896068573,1.0,1.0,0.9986174117687137,0.2,0.4,2.4
elementwise,1,grad,producer,2,0,3,0.06023065962357955,0.9812181818181818,0.0654090940952301,0.9819999933242798,0.027216557413339615,0.012600000016391277,0.33407264947891235,0.33407852053642273,1.0,1.0,0.9986121599064317,0.2,0.4,2.4
elementwise,1,grad,producer,2,0,4,0.04968924893465909,0.9848181818181818,0.05828028544783592,0.9839999675750732,0.020754316821694374,0.012000000104308128,0.31278982758522034,0.3127112090587616,1.0,1.0,0.9986161342886991,0.2,0.4,2.4
elementwise,1,grad,producer,2,0,5,0.044707066761363635,0.9861454545454545,0.05727832019329071,0.9842000007629395,0.022714626044034958,0.011599999852478504,0.2881813943386078,0.2881495952606201,1.0,1.0,0.9986131535019985,0.2,0.4,2.4
elementwise,1,grad,producer,2,0,6,0.03852817826704545,0.9878,0.052487049251794815,0.9873999953269958,0.01798282191157341,0.007199999876320362,0.27892419695854187,0.27882492542266846,1.0,1.0,0.9986159213753634,0.2,0.4,2.4
elementwise,1,grad,producer,2,0,7,0.034974906782670456,0.9894,0.051030050963163376,0.9861999750137329,0.014727612026035786,0.008200000040233135,0.21997132897377014,0.21989145874977112,1.0,1.0,0.9986083274663881,0.2,0.4,2.4
elementwise,1,grad,producer,2,0,8,0.03125266557173295,0.9902727272727273,0.047620780766010284,0.9865999817848206,0.011572614312171936,0.006199999712407589,0.22094300389289856,0.2208232581615448,1.0,1.0,0.9986095339752907,0.2,0.4,2.4
elementwise,1,grad,producer,2,0,9,0.0287862060546875,0.9910181818181818,0.054739825427532196,0.9851999878883362,0.014506420120596886,0.009599999524652958,0.1784043312072754,0.17818346619606018,1.0,1.0,0.9986154955486919,0.2,0.4,2.4
elementwise,1,grad,producer,2,0,10,0.026252701083096592,0.9917454545454546,0.06666780263185501,0.9809999465942383,0.03448270633816719,0.013199999928474426,0.20228658616542816,0.20210587978363037,1.0,1.0,0.9986115921375364,0.2,0.4,2.4
elementwise,1,grad,producer,2,0,11,0.023714106889204545,0.9926727272727273,0.05099445953965187,0.9863999485969543,0.01766020990908146,0.007400000002235174,0.17891672253608704,0.17840273678302765,1.0,1.0,0.9986163472020348,0.2,0.4,2.4
elementwise,1,grad,producer,2,0,12,0.0225406005859375,0.9928181818181818,0.0467272624373436,0.9871999621391296,0.00023921846877783537,0.001999999862164259,0.02827228046953678,0.023129085078835487,1.0,1.0,0.9986149987509084,0.2,0.4,2.4
elementwise,1,grad,producer,2,1,1,0.23521937144886362,0.9287636363636363,0.1031099259853363,0.9684000015258789,0.06288211792707443,0.027400000020861626,0.46406370401382446,0.46405476331710815,1.0,1.0,0.9986067661019259,0.1,0.3,1.5
elementwise,1,grad,producer,2,1,2,0.07577330433238637,0.9768363636363636,0.07387764006853104,0.9789999723434448,0.05007239431142807,0.019600000232458115,0.40376803278923035,0.4037594497203827,1.0,1.0,0.9986132954442224,0.1,0.3,1.5
elementwise,1,grad,producer,2,1,3,0.05829670188210227,0.9816727272727273,0.06843671947717667,0.9797999858856201,0.03202471137046814,0.01640000008046627,0.33999893069267273,0.33995330333709717,1.0,1.0,0.9986047079396803,0.1,0.3,1.5
elementwise,1,grad,producer,2,1,4,0.04766677024147727,0.9851454545454545,0.06272058933973312,0.9819999933242798,0.026949791237711906,0.0142000000923872,0.3470029830932617,0.346987783908844,1.0,1.0,0.9986097468886265,0.1,0.3,1.5
elementwise,1,grad,producer,2,1,5,0.040708083274147724,0.9871818181818182,0.052820440381765366,0.9857999682426453,0.026474913582205772,0.012399999424815178,0.28608420491218567,0.2860419750213623,1.0,1.0,0.9986071209574855,0.1,0.3,1.5
elementwise,1,grad,producer,2,1,6,0.036413749556107954,0.9883454545454545,0.048914458602666855,0.9861999750137329,0.014920010231435299,0.009200000204145908,0.23054303228855133,0.2304506152868271,1.0,1.0,0.9986122308775436,0.1,0.3,1.5
elementwise,1,grad,producer,2,1,7,0.03276317471590909,0.9898363636363636,0.04600996524095535,0.9873999953269958,0.018458226695656776,0.009800000116229057,0.2437462955713272,0.2436467409133911,1.0,1.0,0.9986116631086482,0.1,0.3,1.5
elementwise,1,grad,producer,2,1,8,0.02961064453125,0.9906363636363636,0.049298521131277084,0.9853999614715576,0.02603810653090477,0.01119999960064888,0.2569720447063446,0.2568584680557251,1.0,1.0,0.9986100307730741,0.1,0.3,1.5
elementwise,1,grad,producer,2,1,9,0.027205928178267044,0.9912181818181818,0.061244163662195206,0.9835999608039856,0.02696404419839382,0.012199999764561653,0.21631744503974915,0.21622318029403687,1.0,1.0,0.9986097468886265,0.1,0.3,1.5
elementwise,1,grad,producer,2,1,10,0.025127565696022727,0.9917818181818182,0.04674684628844261,0.9881999492645264,0.025366144254803658,0.010199999436736107,0.1896233856678009,0.18930931389331818,1.0,1.0,0.9986104565997457,0.1,0.3,1.5
elementwise,1,grad,producer,2,1,11,0.022660471413352274,0.9927636363636364,0.05357174575328827,0.9853999614715576,0.022045733407139778,0.011599999852478504,0.18150466680526733,0.18130487203598022,1.0,1.0,0.9986115211664244,0.1,0.3,1.5
elementwise,1,grad,producer,2,1,12,0.019929310191761362,0.9940181818181818,0.05076256021857262,0.9865999817848206,0.00036552120582200587,0.0011999999405816197,0.030804628506302834,0.028957678005099297,1.0,1.0,0.9986124437908793,0.1,0.3,1.5
elementwise,1,grad,producer,2,2,1,0.22660774147727272,0.9314,0.08844739943742752,0.9741999506950378,0.051468029618263245,0.02019999921321869,0.4562753736972809,0.45625734329223633,1.0,1.0,0.9986063402752544,0.1,0.3,1.9
elementwise,1,grad,producer,2,2,2,0.07138281693892046,0.9776363636363636,0.06470677256584167,0.9813999533653259,0.02847842313349247,0.013199999928474426,0.3553565442562103,0.35529670119285583,1.0,1.0,0.99861357932867,0.1,0.3,1.9
elementwise,1,grad,producer,2,2,3,0.054227388139204545,0.9834363636363637,0.07297433912754059,0.9781999588012695,0.042200516909360886,0.01599999889731407,0.3861008882522583,0.3861522972583771,1.0,1.0,0.9986147148664608,0.1,0.3,1.9
elementwise,1,grad,producer,2,2,4,0.04426185635653409,0.9863454545454545,0.05972381681203842,0.9817999601364136,0.025763927027583122,0.012600000016391277,0.31489962339401245,0.3149239718914032,1.0,1.0,0.9986076887263808,0.1,0.3,1.9
elementwise,1,grad,producer,2,2,5,0.038134099786931816,0.9882727272727273,0.054737389087677,0.9851999878883362,0.021640753373503685,0.010199999436736107,0.2868345081806183,0.2868598401546478,1.0,1.0,0.998607546784157,0.1,0.3,1.9
elementwise,1,grad,producer,2,2,6,0.03416053799715909,0.9891818181818182,0.05544852837920189,0.9845999479293823,0.01876312494277954,0.009599999524652958,0.24689194560050964,0.2468913495540619,1.0,1.0,0.9986099598019622,0.1,0.3,1.9
elementwise,1,grad,producer,2,2,7,0.029808061079545454,0.9905090909090909,0.04837493225932121,0.9871999621391296,0.011941569857299328,0.007199999876320362,0.19471442699432373,0.1946777105331421,1.0,1.0,0.9986059144485828,0.1,0.3,1.9
elementwise,1,grad,producer,2,2,8,0.027142451615767046,0.9916,0.045195337384939194,0.9887999892234802,0.009481191635131836,0.005399999674409628,0.1716746687889099,0.17161177098751068,1.0,1.0,0.9986074048419331,0.1,0.3,1.9
elementwise,1,grad,producer,2,2,9,0.024705322265625,0.9922727272727273,0.04260104149580002,0.9896000027656555,0.00980361271649599,0.00559999980032444,0.1731378734111786,0.1730746328830719,1.0,1.0,0.9986169149709302,0.1,0.3,1.9
elementwise,1,grad,producer,2,2,10,0.02173677645596591,0.9926545454545455,0.04362255334854126,0.9889999628067017,0.010825431905686855,0.005399999674409628,0.14418253302574158,0.14391610026359558,1.0,1.0,0.9986108114553053,0.1,0.3,1.9
elementwise,1,grad,producer,2,2,11,0.020257599431818183,0.9934181818181819,0.04792561009526253,0.988599956035614,0.009846482425928116,0.005200000014156103,0.1481163650751114,0.14770735800266266,1.0,1.0,0.9986123728197674,0.1,0.3,1.9
elementwise,1,grad,producer,2,2,12,0.018850148703835227,0.9938181818181818,0.04078657925128937,0.990399956703186,0.0002014559431700036,0.0007999999797903001,0.023262521252036095,0.021280795335769653,1.0,1.0,0.9986154955486919,0.1,0.3,1.9
elementwise,1,grad,producer,3,0,1,0.24291358309659092,0.9262181818181818,0.09145931899547577,0.9731999635696411,0.05519812926650047,0.024799998849630356,0.47608649730682373,0.4759702682495117,1.0,1.0,0.999651247956032,0.2,0.4,2.4
elementwise,1,grad,producer,3,0,2,0.07842237215909091,0.9753818181818181,0.07451705634593964,0.9783999919891357,0.04696764424443245,0.019600000232458115,0.3975748121738434,0.3974936902523041,1.0,1.0,0.9996506801871367,0.2,0.4,2.4
elementwise,1,grad,producer,3,0,3,0.060107182173295456,0.9812181818181818,0.06569909304380417,0.9824000000953674,0.0274159237742424,0.012199999764561653,0.3321708142757416,0.3320915400981903,1.0,1.0,0.9996502543604651,0.2,0.4,2.4
elementwise,1,grad,producer,3,0,4,0.04957394353693182,0.9848727272727272,0.058806367218494415,0.9833999872207642,0.021210405975580215,0.012000000104308128,0.3133077621459961,0.3133178651332855,1.0,1.0,0.9996503963026889,0.2,0.4,2.4
elementwise,1,grad,producer,3,0,5,0.04464920987215909,0.9860727272727273,0.058144696056842804,0.9839999675750732,0.02315511740744114,0.011799999512732029,0.2846524119377136,0.2846587300300598,1.0,1.0,0.9996496156204578,0.2,0.4,2.4
elementwise,1,grad,producer,3,0,6,0.038475377308238634,0.9878181818181818,0.0524585098028183,0.9879999756813049,0.01781032420694828,0.007999999448657036,0.2781224250793457,0.2781484127044678,1.0,1.0,0.9996490478515625,0.2,0.4,2.4
elementwise,1,grad,producer,3,0,7,0.03498282137784091,0.9893454545454545,0.050979577004909515,0.9857999682426453,0.014752328395843506,0.007999999448657036,0.2132692039012909,0.21325886249542236,1.0,1.0,0.9996503963026889,0.2,0.4,2.4
elementwise,1,grad,producer,3,0,8,0.03128491876775568,0.9901636363636364,0.04756094515323639,0.9863999485969543,0.011657210066914558,0.006199999712407589,0.22007013857364655,0.22007478773593903,1.0,1.0,0.999649544649346,0.2,0.4,2.4
elementwise,1,grad,producer,3,0,9,0.028728533380681816,0.9911636363636364,0.05533686652779579,0.9853999614715576,0.015221701934933662,0.008999999612569809,0.1783265769481659,0.17830978333950043,1.0,1.0,0.9996496156204578,0.2,0.4,2.4
elementwise,1,grad,producer,3,0,10,0.026194908558238635,0.9917818181818182,0.07049560546875,0.9799999594688416,0.03823840245604515,0.014599999412894249,0.2030669003725052,0.20307695865631104,1.0,1.0,0.99965117698492,0.2,0.4,2.4
elementwise,1,grad,producer,3,0,11,0.023744764293323863,0.9925090909090909,0.0511217825114727,0.9861999750137329,0.0171192679554224,0.006599999964237213,0.17611010372638702,0.17606517672538757,1.0,1.0,0.9996497575626817,0.2,0.4,2.4
elementwise,1,grad,producer,3,0,12,0.02257526189630682,0.9928363636363636,0.04732779040932655,0.986799955368042,0.00025611318415030837,0.0017999999690800905,0.02378009632229805,0.023135771974921227,1.0,1.0,0.9996505382449128,0.2,0.4,2.4
elementwise,1,grad,producer,3,1,1,0.2349166193181818,0.9287090909090909,0.10326242446899414,0.968999981880188,0.06342742592096329,0.026799999177455902,0.46543386578559875,0.46542996168136597,1.0,1.0,0.999649544649346,0.1,0.3,2.3
elementwise,1,grad,producer,3,1,2,0.07570441228693182,0.9766545454545454,0.07467492669820786,0.9783999919891357,0.05123729258775711,0.02019999921321869,0.40751373767852783,0.4075188934803009,1.0,1.0,0.9996491188226744,0.1,0.3,2.3
elementwise,1,grad,producer,3,1,3,0.05826057350852273,0.9816545454545454,0.0685264989733696,0.9799999594688416,0.032635100185871124,0.01679999940097332,0.34157276153564453,0.3415676951408386,1.0,1.0,0.9996488349382268,0.1,0.3,2.3
elementwise,1,grad,producer,3,1,4,0.047709370561079545,0.9853090909090909,0.06314801424741745,0.9821999669075012,0.027195781469345093,0.0139999995008111,0.344201922416687,0.344213604927063,1.0,1.0,0.999647770371548,0.1,0.3,2.3
elementwise,1,grad,producer,3,1,5,0.04072346857244318,0.9872181818181818,0.05270717293024063,0.9857999682426453,0.0265429075807333,0.012000000104308128,0.29020819067955017,0.2902255356311798,1.0,1.0,0.9996479123137718,0.1,0.3,2.3
elementwise,1,grad,producer,3,1,6,0.03654227849786932,0.9883818181818181,0.049431588500738144,0.9863999485969543,0.015857189893722534,0.009599999524652958,0.2299184799194336,0.22991631925106049,1.0,1.0,0.9996498285337936,0.1,0.3,2.3
elementwise,1,grad,producer,3,1,7,0.03280415926846591,0.989909090909091,0.04615011438727379,0.9875999689102173,0.01815425418317318,0.009399999864399433,0.24146999418735504,0.24145564436912537,1.0,1.0,0.9996489768804506,0.1,0.3,2.3
elementwise,1,grad,producer,3,1,8,0.029696879438920454,0.9906909090909091,0.049888357520103455,0.98499995470047,0.026486143469810486,0.011799999512732029,0.25298774242401123,0.25299906730651855,1.0,1.0,0.999649473678234,0.1,0.3,2.3
elementwise,1,grad,producer,3,1,9,0.02736009854403409,0.9910909090909091,0.06173646077513695,0.983199954032898,0.0272358488291502,0.012600000016391277,0.2196485996246338,0.2196609526872635,1.0,1.0,0.9996514608693677,0.1,0.3,2.3
elementwise,1,grad,producer,3,1,10,0.0251789306640625,0.9918363636363636,0.045980848371982574,0.9879999756813049,0.02316383644938469,0.009999999776482582,0.1834007203578949,0.18336842954158783,1.0,1.0,0.9996496156204578,0.1,0.3,2.3
elementwise,1,grad,producer,3,1,11,0.022750801225142045,0.9928,0.053805213421583176,0.9855999946594238,0.02199106477200985,0.01119999960064888,0.17841969430446625,0.17843012511730194,1.0,1.0,0.999648551053779,0.1,0.3,2.3
elementwise,1,grad,producer,3,1,12,0.019962078302556818,0.9939636363636364,0.050677139312028885,0.986799955368042,0.0001444745867047459,0.00139999995008111,0.016939640045166016,0.016681555658578873,1.0,1.0,0.9996493317360102,0.1,0.3,2.3
elementwise,1,grad,producer,3,2,1,0.2264211825284091,0.931490909090909,0.08842368423938751,0.9741999506950378,0.05140190199017525,0.020800000056624413,0.45666101574897766,0.4566459655761719,1.0,1.0,0.9996483381404433,0.1,0.3,1.9
elementwise,1,grad,producer,3,2,2,0.07131108842329545,0.9775818181818182,0.06435682624578476,0.9817999601364136,0.02795177511870861,0.012999999336898327,0.3529011905193329,0.3528665006160736,1.0,1.0,0.9996491188226744,0.1,0.3,1.9
elementwise,1,grad,producer,3,2,3,0.05413836115056818,0.9834363636363637,0.07225669175386429,0.9787999987602234,0.04138597100973129,0.015399999916553497,0.38322827219963074,0.38327276706695557,1.0,1.0,0.9996516737827035,0.1,0.3,1.9
elementwise,1,grad,producer,3,2,4,0.04426971768465909,0.9863454545454545,0.060007933527231216,0.9819999933242798,0.026150764897465706,0.012399999424815178,0.3126908242702484,0.31271523237228394,1.0,1.0,0.999649544649346,0.1,0.3,1.9
elementwise,1,grad,producer,3,2,5,0.03816367631392045,0.9880727272727273,0.0553593747317791,0.98499995470047,0.022379251196980476,0.010400000028312206,0.28770583868026733,0.2877233624458313,1.0,1.0,0.9996497575626817,0.1,0.3,1.9
elementwise,1,grad,producer,3,2,6,0.03408874289772727,0.9892727272727273,0.05584164336323738,0.9843999743461609,0.01887528970837593,0.009599999524652958,0.24522294104099274,0.24519118666648865,1.0,1.0,0.9996497575626817,0.1,0.3,1.9
elementwise,1,grad,producer,3,2,7,0.02978960848721591,0.9905272727272727,0.048868075013160706,0.986799955368042,0.012466363608837128,0.007199999876320362,0.19348584115505219,0.19346265494823456,1.0,1.0,0.999649544649346,0.1,0.3,1.9
elementwise,1,grad,producer,3,2,8,0.027154172585227274,0.9914909090909091,0.04512839391827583,0.9887999892234802,0.009593221358954906,0.00559999980032444,0.17334246635437012,0.17331428825855255,1.0,1.0,0.9996493317360102,0.1,0.3,1.9
elementwise,1,grad,producer,3,2,9,0.02467172629616477,0.9921818181818182,0.04273261874914169,0.9893999695777893,0.009993537329137325,0.00559999980032444,0.17335329949855804,0.1733413189649582,1.0,1.0,0.9996498995049056,0.1,0.3,1.9
elementwise,1,grad,producer,3,2,10,0.021741157670454547,0.9926909090909091,0.04332934319972992,0.9889999628067017,0.010943396016955376,0.005399999674409628,0.14434732496738434,0.14433036744594574,1.0,1.0,0.9996501124182413,0.1,0.3,1.9
elementwise,1,grad,producer,3,2,11,0.020161882990056817,0.9936363636363637,0.046851471066474915,0.9889999628067017,0.009226142428815365,0.004799999762326479,0.14357227087020874,0.14351481199264526,1.0,1.0,0.999649544649346,0.1,0.3,1.9
elementwise,1,grad,producer,3,2,12,0.018788847212357955,0.9939818181818182,0.04049360379576683,0.990399956703186,0.00010500007920200005,0.00019999999494757503,0.017463332042098045,0.017077120020985603,1.0,1.0,0.9996503963026889,0.1,0.3,1.9
elementwise,1,grad,producer,4,0,1,0.24272095170454547,0.9263818181818182,0.09122242778539658,0.9731999635696411,0.054956432431936264,0.024799998849630356,0.4757007658481598,0.4754985272884369,1.0,1.0,0.9999102925145349,0.2,0.3,2.4
elementwise,1,grad,producer,4,0,2,0.07829455788352273,0.9754909090909091,0.0741569921374321,0.9787999987602234,0.046477194875478745,0.019199999049305916,0.3966846764087677,0.39650583267211914,1.0,1.0,0.9999102925145349,0.2,0.3,2.4
elementwise,1,grad,producer,4,0,3,0.060067529296875,0.9813636363636363,0.06592020392417908,0.9827999472618103,0.027478082105517387,0.011799999512732029,0.33470818400382996,0.33451783657073975,1.0,1.0,0.9999103634856468,0.2,0.3,2.4
elementwise,1,grad,producer,4,0,4,0.04961944247159091,0.9847454545454546,0.05817689374089241,0.9839999675750732,0.020759493112564087,0.011799999512732029,0.3122834265232086,0.31224432587623596,1.0,1.0,0.9999105054278706,0.2,0.3,2.4
elementwise,1,grad,producer,4,0,5,0.04464569424715909,0.9860727272727273,0.05721244588494301,0.9842000007629395,0.022609839215874672,0.011599999852478504,0.2833267152309418,0.2832970917224884,1.0,1.0,0.999910221543423,0.2,0.3,2.4
elementwise,1,grad,producer,4,0,6,0.03841122602982955,0.9877636363636364,0.05254736915230751,0.9878000020980835,0.017667366191744804,0.007599999662488699,0.27634620666503906,0.27638161182403564,1.0,1.0,0.9999104344567588,0.2,0.3,2.4
